RA,DEC
196.35367,56.32269
205.16624,54.33297
207.84534,-12.804
210.99483,-29.33617
218.82233,-69.84528
226.25429,5.79679
228.69618,-9.53816
242.97502,-28.17206
278.90872,-45.30481
299.51407,-17.88813
304.02713,-44.42164
311.45648,0.17795
324.89798,41.79018
342.41611,-48.84947
357.2565,26.78847
359.76437,1.71989
19.08563,46.74796
48.29258,-2.90333
52.64957,-17.94141
133.05159,-30.67023
140.8633,-10.42954
150.87,46.6283
177.52472,24.92008
190.9933,-45.59478
215.63664,-33.26157
224.01772,-27.76797
225.21841,-25.20657
225.6913,53.51219
244.89001,-64.80547
248.5307,-61.62947
285.93503,-23.14857
302.98938,51.68705
332.87918,-22.95286
343.52454,-17.58205
358.84644,30.39319
10.71369,-79.9826
11.05392,-12.59217
15.49695,-11.28236
20.5623,34.66898
43.98437,15.97291
61.78861,30.34167
63.63132,-50.79546
70.00771,-45.56917
82.39867,5.43736
82.64155,-45.11847
101.51236,-73.49934
103.55369,65.20274
118.72685,53.84631
119.80888,22.81742
154.24461,49.62714
155.64574,79.82077
204.87366,46.56372
206.7061,14.40049
208.38826,24.87525
237.70685,-7.66616
240.32004,15.6454
240.70271,16.11938
263.93369,24.78706
301.11926,-10.63073
312.92453,-12.20638
317.50357,-14.07798
327.93265,25.25565
329.39291,64.45324
346.42624,24.6333
14.01746,26.30523
15.42515,-49.72175
20.24385,-13.85009
21.92924,-1.13959
22.70562,41.25729
26.87565,36.03492
43.76782,9.11141
45.66603,43.74947
68.99144,-2.04455
69.46313,20.7843
95.5376,54.13549
106.22076,54.00201
122.82291,29.50891
150.39764,-2.99446
159.23912,0.22976
167.09979,3.49815
167.48552,7.23343
172.78976,26.22655
173.42509,23.41267
184.8492,28.30992
199.29451,30.54271
206.22331,-19.36965
229.44731,7.21828
232.91766,7.33905
239.33905,54.67116
245.17668,-9.90452
252.07306,35.90014
257.93881,-23.1457
264.1644,42.08833
313.88092,-43.58757
330.271,-4.79736
349.72769,29.02323
9.59887,15.03957
20.95634,33.15622
50.63977,-2.67845
53.81396,-1.22869
54.7775,15.76573
58.8179,14.59472
124.009,28.62468
125.98038,20.9755
132.63153,-3.09919
142.60699,-65.03441
148.97276,-23.05585
184.73891,6.18433
208.0804,14.27188
226.7225,12.85875
234.90942,-23.94264
238.75661,-62.30346
332.0535,48.01185
332.98218,-53.46929
351.76746,17.81461
357.61282,26.1464
23.27207,-7.31142
51.60863,-4.2095
56.44473,-57.03579
56.90265,-8.26932
58.99041,-21.54884
59.72679,10.43418
62.73085,23.42249
80.79845,-45.56753
103.64763,-38.08705
142.54626,34.66437
143.08791,10.80917
151.99313,68.36491
181.81955,32.07562
199.65494,7.93554
222.37529,27.87768
236.04726,-6.51854
277.11203,17.05896
335.65094,-21.73722
349.48746,11.34917
356.69223,16.04298
17.6396,-45.79433
20.08284,30.75885
55.9417,-10.68111
81.29712,-60.59554
120.96832,-6.98172
148.50929,10.60818
177.4026,-52.86635
185.71271,-16.29043
199.1243,52.93358
228.69609,-46.12931
245.69598,37.55449
245.98526,36.2275
256.05588,78.62885
257.56461,-61.91769
265.46463,18.28891
274.62753,-54.6944
295.11954,41.21922
297.83936,-32.67242
308.60431,-47.66753
315.74673,15.14592
340.71399,-16.95232
11.78449,30.34093
24.56444,41.65405
29.07062,4.64715
35.77902,12.86499
79.05915,6.10702
79.26749,-37.06957
89.39056,40.90743
91.6965,31.77164
92.77412,-45.18093
97.23255,-48.51356
121.15844,65.39204
131.07741,68.83887
142.32326,-60.00186
173.66949,-14.08182
180.77956,20.80542
187.84381,-14.67549
195.68506,28.04535
202.76051,-20.53144
217.76991,28.28726
221.74438,-3.5366
230.94521,5.7752
232.84618,-46.69574
235.02393,1.93368
236.63168,12.14274
253.72169,-9.77737
255.78615,-2.61714
261.8284,31.73628
282.19131,-57.23561
312.19617,-6.99437
315.26898,22.42963
333.48331,13.75534
341.50397,10.85361
343.15958,6.09366
344.58936,-1.18399
349.06696,-4.97675
350.58032,50.15912
359.69806,68.6007
11.78139,-24.3707
60.22084,-52.82727
81.20616,-40.02541
88.46581,-33.3461
90.67785,-12.4993
101.80577,42.34389
121.79084,-22.52916
135.05305,-63.88412
145.72118,-28.82939
184.50861,-20.8532
206.30258,-47.98361
222.09525,18.35464
223.70222,25.79246
230.02718,-40.20791
237.09503,10.81913
251.58803,-8.38835
252.96089,63.71457
253.46196,-16.26821
315.2511,-13.25106
330.33527,-31.5297
333.34784,-27.21964
334.16904,36.52165
1.10272,-52.95879
2.38672,48.13519
17.21131,-28.59905
37.09222,23.21466
39.24433,-5.34923
41.98672,47.13766
51.24805,43.11364
90.52798,-58.61188
104.29356,54.29962
113.39995,-56.95243
149.55484,-38.1574
175.0434,25.30955
185.0312,7.69195
196.81772,-40.35071
222.82361,18.68703
225.12204,-16.8343
254.64937,54.87081
257.15909,47.24359
258.35083,-23.65413
306.60788,-5.06889
318.53351,1.77606
343.53714,-15.23732
351.5387,-62.67318
359.01111,-1.48476
14.44946,-5.11209
17.78881,-5.99221
22.95421,17.57581
24.67922,-33.02423
29.76666,-52.17057
31.18761,21.43451
47.62609,36.10491
48.03351,-25.1318
56.32444,-51.99727
64.20411,-23.55814
132.54704,40.25573
139.30882,44.48918
153.17885,-45.7981
162.81297,2.43786
173.9545,56.95233
183.97951,23.59553
189.36685,-72.40504
193.11195,-9.75397
195.28102,54.79923
211.65205,-9.22881
236.17644,52.68735
253.71739,-8.81019
254.6376,59.75473
270.08789,-69.88171
280.77481,43.94916
302.39847,-55.7093
307.27487,24.70629
310.46533,-20.53579
317.04144,-26.40368
332.64328,-20.8041
333.1088,27.2084
340.11917,16.01077
350.12961,-41.7692
357.50723,-35.68095
359.86078,-24.42514
4.20415,29.61946
5.90387,-42.25458
14.24,-43.83878
14.42714,8.00869
18.94121,-26.84291
19.92278,-33.10583
36.8048,-18.5085
67.86641,-12.29974
82.05884,-16.12437
108.33975,12.40604
112.10329,18.40435
134.54999,-6.1992
138.98123,44.33271
149.75078,17.81721
154.60289,-18.16348
209.47441,-47.6317
225.65903,-35.69633
230.61388,-43.13616
248.44879,19.478
264.19601,12.37249
284.84827,-52.7132
285.1283,27.99345
309.65887,12.17501
310.3454,-9.48067
317.10416,-69.90561
322.85049,2.49127
332.43933,41.2055
354.99417,26.83425
5.95558,39.5382
12.69653,-55.60745
20.13055,-6.82384
88.27783,-34.42974
103.23725,27.63349
104.38884,11.05389
125.88982,-50.95844
153.67099,-9.94012
161.49065,75.09829
170.37808,33.95765
172.94983,-8.98857
190.46167,-7.16932
223.63115,18.64236
223.68553,37.41268
236.88626,-78.10687
237.00896,-61.82867
249.00961,56.0474
257.54605,-19.82021
301.07874,-19.06564
341.55173,10.55714
341.72595,-13.44962
343.4205,50.01637
358.18665,33.32983
9.95256,21.21588
31.71216,45.67544
42.31669,14.52658
52.4714,-52.51509
54.57234,38.17759
60.18231,18.80497
126.54907,2.59753
140.95811,-37.79355
148.11935,-15.98229
150.00778,46.23742
153.17731,-3.49984
153.37126,38.61984
160.26257,-17.50889
165.15526,10.43716
170.31363,-50.50059
187.78145,36.61888
191.9397,30.07721
198.07922,70.64935
199.51483,-39.34573
202.02393,-29.42507
209.14493,-24.0609
240.36697,53.94737
243.93594,31.96407
271.40421,60.4983
299.32144,50.36425
303.50439,-10.67879
319.86163,14.05744
330.87625,12.66076
350.31796,11.39734
16.07761,-40.14759
20.42945,-11.76948
49.18749,6.0056
77.62843,-25.70919
95.59215,-71.64391
107.8499,48.86669
120.31512,32.84891
161.03787,-20.80243
193.50612,74.64877
194.55748,-26.33981
200.54672,-16.10134
203.1013,-13.18185
220.15649,-33.1418
240.33842,16.67658
256.48505,-24.97607
274.05945,55.591
284.23569,17.96204
295.10019,-79.97535
306.30008,5.26308
324.39154,-47.32809
355.92593,26.70699
358.75378,-32.90904
359.36646,47.87019
5.43235,-61.71115
27.80575,32.62484
44.53196,-10.36332
50.64923,14.95952
66.77769,57.19139
75.63476,-3.34433
93.62715,-53.94144
107.05095,49.13787
147.23375,-26.04222
147.92383,12.4451
149.81499,-42.00044
157.09987,-35.52966
166.83574,-23.01125
171.69186,39.26621
218.82632,-5.44435
234.71548,12.08057
258.96964,36.40581
274.18304,-73.66805
293.73709,-52.92471
299.2753,5.37875
302.87326,-8.50958
312.91943,-52.60044
314.99652,-20.12792
322.89868,-46.88741
331.20227,62.49825
332.29453,13.506
335.86893,-32.36426
3.3392,-49.3622
21.03966,-16.79903
31.81307,32.95284
56.21943,46.20194
62.54327,29.25696
102.95141,-20.24058
128.68776,52.71576
158.64864,-28.56811
168.31645,-11.79128
172.15041,23.40464
173.61473,33.17897
181.30858,10.6133
183.01347,-4.87688
202.01662,34.33271
209.25204,43.36202
213.27698,-34.09666
215.54266,48.57059
216.13824,1.17734
243.9496,36.52728
245.7542,-26.22895
251.98227,-78.92696
277.42618,-77.1012
294.82333,-17.23958
296.90207,42.0601
314.3472,23.17483
324.02951,9.66037
345.90994,1.8496
358.18457,-28.57054
45.58033,-53.76339
65.18217,35.84355
75.08654,9.28211
77.97031,-13.05721
95.22677,-65.01882
98.46783,-8.7229
129.33395,-65.3251
151.48676,-8.31944
159.17171,-27.561
179.06271,17.02963
185.8295,-37.01407
189.47165,14.28131
194.95128,-33.67155
208.94315,25.15193
211.2968,-3.36983
213.75261,-0.79691
226.35953,46.5653
233.07683,-2.82237
253.58636,36.01368
288.84082,50.58211
297.26627,-32.94571
303.30179,-28.75542
321.741,-7.0216
331.10547,0.71551
357.46692,6.44105
8.37422,-56.74713
19.17101,-31.43394
62.95595,6.45243
69.14732,-22.44406
69.69865,-8.20749
74.84763,-1.15926
78.33917,25.16398
103.08842,46.98984
110.40325,17.93937
127.2206,17.55128
161.06992,-47.67716
164.04756,49.93834
186.20892,-38.66475
202.10863,-44.47886
204.45312,-35.50094
205.20615,-32.65767
207.91495,-44.46022
211.44368,-12.76194
219.96745,42.74237
228.77318,43.15051
254.26677,5.372
254.60004,58.95596
270.45291,45.31045
291.08331,-25.985
347.23169,-30.85791
348.97931,36.52919
356.20297,44.60586
0.78701,31.0364
13.86873,-3.44163
29.04624,6.74477
39.09987,7.53363
77.9437,-17.09496
79.57064,-57.94178
97.84157,50.09374
107.19353,-49.82247
116.9329,-82.19671
129.9451,-65.83727
139.55916,45.65177
151.63094,-32.04321
196.05028,-4.89106
197.44398,55.4859
201.30829,-25.3526
203.4843,17.71291
219.29242,-30.47804
249.1958,-82.33401
251.13387,26.68275
265.84268,-5.11415
305.46484,-31.28974
307.50858,-86.18756
312.84174,-52.54978
330.46402,-22.48562
9.94582,55.88121
11.75655,-52.05101
72.1498,-12.77374
87.81056,-31.76691
89.57043,-16.83953
92.58937,50.78546
119.5694,27.17481
121.05493,55.39768
133.12749,-11.92818
134.43678,55.07329
135.459,-24.24155
143.25935,-39.90099
158.54092,72.41381
161.4785,20.79077
172.11168,-30.76585
174.46327,-52.22648
177.88034,23.86288
188.99341,-43.01727
193.86584,27.65612
204.32079,-55.07618
208.94627,-38.67183
238.32843,-61.13714
239.46672,4.2623
247.33324,-67.37217
258.58734,23.07158
268.77249,28.95946
291.99573,34.75573
322.87827,38.94387
346.87003,-27.34187
15.95443,-42.87778
24.48207,1.00139
30.06696,32.05998
30.88534,-60.85295
42.35737,15.80103
43.81711,-29.83347
60.32597,-52.70746
61.81009,-53.68092
82.61564,-28.86128
96.12484,-56.41191
137.856,-55.8775
152.61638,27.95613
159.14117,5.55365
181.0058,-31.59841
187.3867,11.21549
194.75754,28.22528
195.48268,-16.98078
205.18272,-32.15245
218.45157,40.0942
248.65761,-33.59397
269.08432,26.36656
280.12158,-77.13351
316.92172,-39.52728
357.89423,-28.0717
359.11063,-11.08608
16.63758,-46.64352
20.46458,-7.31285
41.87735,16.11138
46.84738,37.83607
62.16545,37.22956
78.60107,-3.42615
105.53767,47.17991
119.5531,85.71666
137.54736,23.12163
146.03978,65.97742
154.27142,54.82049
181.82755,36.65709
209.2662,-74.94992
210.3555,-0.62387
255.46843,-11.26451
258.92233,-12.10608
302.93466,62.40057
305.00937,15.89094
323.58218,-40.82755
324.22574,-20.34372
344.75659,-80.0321
351.72495,15.72518
5.73239,-19.03374
37.42287,6.87959
40.13751,-2.71986
54.30458,-52.84332
74.95468,-12.45005
85.36443,-27.20866
95.13943,-22.56655
95.31641,45.2127
119.02561,-68.27803
133.42654,-7.15761
153.55806,39.05089
173.69408,48.95607
197.05244,-43.1154
201.85115,-29.44436
209.5399,-12.88508
230.62898,19.26137
248.72675,26.27472
254.39844,-1.79608
256.43021,-10.32166
258.42981,-6.0774
311.14938,5.85707
338.69205,5.1821
348.68015,44.90165
351.25708,8.26565
29.22777,33.26662
35.54334,-20.38871
52.06749,-72.96089
72.47228,-9.61766
81.41098,-31.55281
81.74892,-45.81552
82.65502,15.71945
110.94136,4.5196
144.82106,-19.10109
157.1138,12.70402
160.59363,-36.17722
185.30757,-17.93951
195.20316,-12.00702
199.73506,-14.90352
203.51944,-36.84391
206.87914,-33.58884
217.18869,28.96416
221.69368,11.5702
229.05565,-11.49423
233.44894,5.29163
238.49347,-7.91934
240.02452,79.86374
242.60252,-64.70856
251.32672,-64.40749
251.78175,0.93007
255.31041,-18.268
263.19934,-15.74692
268.5423,2.99191
268.92944,67.90264
305.33545,3.33158
333.09277,14.0244
348.29395,22.17814
353.3157,-2.70288
8.09793,-42.17344
14.06251,-47.06436
17.54338,43.10847
19.88872,-17.69328
37.64121,-4.62479
39.10622,33.58115
44.0456,-15.39714
83.58862,50.23404
97.67742,-74.28271
108.71066,-36.62993
110.2224,1.23766
120.08739,11.31944
150.70859,-33.95324
159.74544,-7.05225
199.39792,-5.83385
205.64258,35.02028
218.1256,26.18613
237.7028,-39.72916
253.12413,60.51453
258.08243,-23.26157
287.68268,-61.66413
297.06647,-6.04332
302.99969,-53.25715
329.18973,2.58736
2.84027,-28.85439
18.15791,-40.81452
30.41087,-51.99626
47.99981,-60.24355
51.31782,-0.40902
73.79912,69.12406
114.0514,-69.79629
125.3429,62.65239
147.57365,-5.74634
149.93123,11.66076
150.84721,48.36576
166.4276,-9.91669
193.68134,58.77654
194.27855,-11.04321
195.96089,-16.55298
221.86678,-22.15745
226.16496,26.97718
226.16589,54.71404
237.07904,9.11725
241.14827,25.18983
254.01222,-63.14394
263.86008,-7.4045
273.11145,-38.85197
305.63525,-50.75288
308.09775,65.92416
312.41531,29.60806
341.0108,15.87201
8.44758,7.24871
8.86015,4.87216
27.71556,33.09234
35.82884,32.18844
53.15554,-62.70655
76.61517,28.08825
82.44812,-21.0461
88.78918,-42.81907
112.95665,41.82723
131.98257,25.83164
144.86021,32.36546
149.12395,68.03465
155.14647,25.38351
182.28673,44.00313
183.07608,-51.98591
196.40176,53.56422
259.89511,56.63003
299.34241,-55.13709
348.17136,-61.46636
352.39661,-28.83117
355.39804,-29.23637
11.8307,14.70346
18.09605,16.53004
20.30609,-36.47258
33.53942,-6.80633
42.38633,40.5509
44.57843,32.33593
45.88667,-12.03977
49.64261,47.42503
60.21194,14.54487
73.24541,1.33133
76.10735,-8.38305
76.15846,-1.42482
79.8384,16.87529
90.5407,-54.79299
99.64491,51.47888
123.14439,-20.58249
127.18294,30.40454
137.57236,-9.61855
139.84346,33.74276
155.62993,4.58238
167.9194,4.66881
169.71233,7.52144
182.44565,36.46296
206.93855,16.97315
207.34845,8.50767
213.06516,-0.63315
226.90054,9.35826
227.88432,-13.82298
239.79019,35.02987
241.16479,17.70085
251.59373,9.03772
257.47461,-22.83474
272.97375,21.56546
277.04636,29.77523
282.04794,12.57568
286.61282,-17.39907
297.16901,-55.11687
332.44717,18.5025
358.09198,-30.23026
36.38074,-59.47732
36.42879,25.78475
42.82757,41.56552
45.87853,-15.68528
46.46864,16.11819
111.03828,-36.76506
131.17508,-57.07682
143.67216,32.06833
152.25494,-26.64348
154.62135,22.87758
174.72173,-52.74731
186.85271,56.9178
196.72092,-28.55787
196.97842,34.08704
220.59845,0.90805
227.46693,-0.38475
248.5623,52.94107
257.29968,-21.23661
271.64709,87.80944
305.01251,0.87378
358.64957,-27.56748
9.0525,-12.25842
19.90482,8.17258
22.58304,17.02158
32.7225,-6.55931
45.24106,33.23373
60.64054,42.70078
71.30362,32.78074
72.00037,8.7117
74.22351,-18.24545
91.24837,-33.41242
117.75412,-38.36208
129.54263,25.09881
138.04149,66.89816
167.46808,9.51954
189.13431,6.16959
210.76849,8.94754
227.84973,-45.13652
279.1944,16.78498
314.30453,-37.19096
314.36786,-8.30694
353.95795,26.99455
354.49677,31.99523
21.07071,-37.33551
25.51427,42.94722
28.74435,36.86935
38.88621,-7.15443
44.55927,5.97195
49.19728,47.17629
52.19276,4.38355
96.24541,25.0338
126.43935,19.44931
160.06474,65.49196
173.0367,-37.25811
215.65433,59.93087
225.86565,4.68452
226.13228,-4.60755
226.96307,-9.36972
281.785,15.93382
289.53778,59.94603
291.12128,59.70042
299.80408,-20.91563
304.51361,-45.51925
3.14603,74.35206
9.64909,29.44762
13.92358,49.0353
14.00543,3.55955
17.08391,17.09943
29.09903,-9.6267
37.0404,0.79904
47.89618,-16.70343
65.25713,-9.73921
78.41609,-7.64103
164.81099,5.29207
179.58612,28.35979
183.55824,32.42117
188.93938,74.24265
195.37177,-32.33331
207.68335,-36.75265
211.06462,35.80062
217.64003,25.5138
235.40935,-4.04977
242.34596,-8.68924
266.06195,67.61938
277.1525,-76.94006
319.34393,-47.70967
321.03519,31.51068
330.67621,-28.09326
336.12027,-56.51295
343.27667,16.75234
345.46588,-60.54069
10.17221,30.16204
19.35701,50.38088
25.67628,-18.22692
34.85014,34.55571
54.89109,20.52804
56.29727,5.60878
79.98209,-63.12561
80.24043,23.67531
91.34773,-44.88785
95.83597,-65.34726
111.31138,-26.75155
132.03816,17.61143
162.85432,-3.72875
166.61046,-36.63998
167.94322,36.74511
194.12132,26.95699
196.96169,3.1946
197.39513,4.95058
207.21877,26.59296
207.31847,56.92775
210.64784,9.11967
213.75958,-24.40707
218.04837,-36.93082
246.45699,48.10039
296.12842,-32.9659
322.64261,-33.65016
13.30508,-13.16389
54.30684,1.86005
60.68261,16.04983
87.70766,-31.74072
89.85906,-16.98956
96.39194,-20.19101
120.70488,40.4574
124.90757,59.71129
150.21689,55.61887
157.66057,-27.59295
162.33217,80.15533
163.46681,-38.21346
179.18492,31.51033
190.7347,3.67657
207.09074,25.67532
236.49397,-77.10633
249.05086,-18.45828
258.89328,16.32491
264.95612,19.79812
356.52359,53.23254
24.33799,-64.89487
138.97717,20.92882
147.23389,-5.49668
149.55928,-25.04209
150.98932,-31.77665
159.33333,-27.55948
170.63414,51.53314
173.30518,34.26512
207.56157,56.04247
216.84367,3.57653
221.8121,-52.28784
240.1368,0.49854
240.81146,16.40288
244.15912,-6.81749
248.37955,-32.92219
309.21869,-25.19368
318.0231,-35.6922
348.49432,-42.72756
16.51834,-19.00413
43.68192,45.71965
65.166,-6.73384
69.55912,-10.7959
72.09381,-3.36656
82.7636,61.29586
84.03377,51.53566
104.21063,31.56149
106.23402,-37.14963
159.4008,5.60369
164.82951,-51.44255
179.73117,28.39901
180.48198,-1.06924
181.45261,-29.97191
193.69324,39.57121
206.92146,56.62164
207.21584,-7.49993
207.2794,-30.81949
208.41913,25.0794
213.5869,7.51599
228.3046,7.22549
228.71037,-48.21238
249.49956,35.99551
290.79996,-27.16375
308.40167,2.62961
312.05038,-68.97269
326.52518,45.14195
332.05792,-25.06069
36.10336,-2.16236
37.7105,26.19343
40.83379,46.93727
45.12689,49.35373
57.00772,41.63603
89.52596,-63.63438
95.46066,-56.79907
96.07993,-37.51266
98.79446,26.46454
107.0623,-30.23456
120.11658,41.66068
126.75578,21.70682
138.86246,-38.238
141.86841,-28.40819
146.62012,-41.49431
162.11374,26.5837
184.28816,3.68306
184.93877,6.00589
186.69676,8.88458
194.78418,27.78412
214.62816,29.17011
225.59927,-29.49308
247.90331,57.70671
260.84149,-0.28358
262.86578,56.73951
272.52301,61.13347
281.87399,50.38888
301.10635,-10.56604
330.50427,-36.01919
345.93253,-7.22497
27.32404,85.26028
48.56676,42.41533
51.95599,35.90461
55.54654,-27.86418
69.88916,-9.05604
85.77568,50.89315
86.73457,-33.62819
103.5424,-20.10584
126.74345,-15.87185
146.13167,-27.10752
165.09821,4.19659
193.77682,55.14973
204.36519,-41.347
210.90312,39.05278
235.01823,45.94852
242.61629,-61.41124
252.80348,-14.8866
265.02682,37.68509
336.70856,39.79255
351.49243,34.04846
352.20203,-38.24018
353.04724,-61.49254
16.28713,-17.75921
18.49937,2.07146
28.98658,49.21113
35.51166,-58.60802
63.43124,15.22411
83.06867,-50.57248
100.96885,-64.24263
106.89204,11.44149
134.90584,-67.83804
172.07767,26.76015
173.13507,-10.1138
202.52731,31.38813
241.19313,-12.32193
241.6776,31.89437
261.96466,6.48334
263.59949,-63.90562
307.50198,-0.8554
328.42358,-13.29436
334.96109,-26.34159
1.14977,-45.47957
9.03794,55.37823
40.28892,43.6827
68.33015,-63.18367
70.19707,67.73595
70.91299,18.52375
93.75638,87.7142
110.0287,60.25892
134.58601,17.53786
139.88649,-10.49877
157.36801,20.99156
160.98457,-31.10849
171.11911,27.64197
178.49861,20.57248
185.19684,17.01589
195.81108,7.8022
199.65443,30.86537
206.40216,76.82833
206.58344,-3.42804
209.67046,-33.46845
213.97484,29.45362
240.56931,42.91692
303.18298,61.69931
311.54675,-52.65294
315.15051,-28.88325
335.58667,-26.88158
339.69443,-47.48363
1.3935,-83.40807
10.86473,2.95819
18.41312,69.07524
23.06707,21.41081
29.92517,-76.59668
39.5312,35.93948
44.47388,11.18291
48.15475,-7.57283
54.8713,-13.11511
55.2741,39.58265
145.48195,-42.09909
151.25819,-6.52632
193.16269,-46.64971
217.94914,55.9475
227.80014,-33.45438
248.86955,68.53507
298.83917,-59.84166
299.7756,-33.00265
325.52509,-46.54251
8.90081,-4.73322
34.86597,34.96434
56.50481,-4.26615
65.25102,-0.16804
67.81992,-61.50172
72.23315,-23.72987
74.11353,0.71126
98.23772,-45.26581
130.41101,-75.15941
145.72539,-15.81782
157.2137,-3.95463
170.79773,29.5984
181.57872,-28.19713
186.02725,-50.52255
192.72522,27.84177
195.00946,-33.82433
205.25113,42.43134
210.60555,-38.6642
217.37239,23.3068
227.77068,4.29413
305.3963,-2.56921
318.24118,-20.53914
335.77298,-28.95483
347.03421,16.06531
353.94864,22.96068
355.12466,-61.08664
16.07801,-35.12141
37.9552,1.26107
49.25951,3.64941
55.13783,39.13558
79.18803,20.87019
79.81239,-79.18891
91.1263,-19.19094
116.99464,59.0145
142.97952,35.55433
156.03633,13.57296
156.4066,-24.85489
156.47096,12.71094
194.17854,28.02046
195.23145,47.2221
196.00697,-38.19917
196.71648,9.63946
209.44847,7.39631
218.92863,8.30054
252.77235,22.52755
309.53738,20.1134
328.68839,6.42158
331.81631,-53.19319
20.4824,56.02694
30.53564,8.44513
40.51327,35.70897
47.78033,42.68399
72.25044,63.98147
75.17447,-25.0759
98.48557,-36.42816
107.8009,-32.1069
119.18435,-52.25604
120.22183,55.56309
146.57654,-29.13181
148.33485,-32.14005
151.57695,6.10718
158.49902,-27.45177
167.67851,28.69306
188.03395,56.47115
202.354,11.7815
211.59294,16.4834
216.01659,7.76104
217.67543,-52.47817
234.76826,10.79942
240.27942,19.4485
242.92027,52.45754
243.455,38.15195
255.65102,41.78431
267.99277,-73.68221
301.64572,-8.06703
314.86374,13.93586
358.30246,-31.7214
8.75751,-26.45277
13.24298,29.03243
18.67534,2.53177
20.24439,25.54858
31.47822,50.73766
36.73804,35.18128
42.63235,-31.39464
48.66879,39.61752
49.19094,40.33002
57.68065,-2.86129
81.36569,-59.38127
89.54904,53.47165
94.92717,-65.04243
144.40227,19.71442
157.08012,-35.75858
166.45743,-20.79101
169.38699,-0.18746
174.43184,22.00979
174.73093,-69.962
200.49442,-41.69804
204.3725,4.10447
211.27972,-53.67395
227.2075,20.06009
227.86052,6.3491
243.53606,-61.41467
273.20682,63.88478
287.65619,37.6553
314.80362,-52.00587
317.36725,-52.93332
327.11734,1.87606
356.80707,29.18478
22.18566,-23.4106
25.18071,7.98305
40.12029,-12.87721
44.32393,5.97976
78.39695,11.42006
79.14828,6.50458
84.6773,-55.68975
86.83071,-6.83631
116.85949,-78.15053
122.31315,-18.66476
148.77969,-16.0687
156.22884,-17.34828
157.17883,-31.0381
157.79352,26.0551
168.88614,-15.79861
183.80228,14.43285
196.17429,-30.15808
202.96268,11.2507
204.96083,-7.64234
214.29305,-34.82288
218.95573,62.42118
232.04733,68.71554
252.93642,-59.42707
299.23615,-55.79171
304.49316,-21.94922
305.28195,-49.28079
320.75027,12.58297
347.33447,0.75646
12.5866,-41.24325
30.83144,19.86567
42.56255,39.18034
47.5653,-49.81968
65.95515,-53.57603
76.21412,1.83125
93.65245,51.51141
107.59519,-34.71666
130.03156,-33.13462
156.77299,-45.66632
171.37543,22.714
176.21767,19.45421
181.19241,49.18654
194.1145,-31.45209
205.1275,-33.65687
230.11865,-36.81527
231.10083,30.27734
277.75159,22.84742
288.13574,77.9333
305.75156,-44.27047
319.91803,-11.70283
341.86768,8.22697
341.94128,40.12162
343.48422,-17.62444
354.62158,26.97878
356.76208,-43.33118
17.01716,21.1205
17.40748,-45.89769
54.23536,76.715
62.47826,-8.69911
63.59761,2.7315
68.96529,2.80134
78.96861,6.304
84.05043,-58.10401
86.93004,-25.9156
95.80718,-10.33539
100.97279,-37.12938
106.42247,48.35855
111.84214,19.6402
129.45456,47.35096
162.09065,-9.94638
188.0589,78.58229
200.57936,-16.70835
214.51692,7.65481
241.20044,14.12892
243.17216,33.03768
243.29051,22.94974
244.34813,50.63596
270.45593,33.40552
315.67517,-17.27575
324.36728,-38.41139
326.92291,-4.16156
329.44775,-12.77626
337.21509,1.89839
1.24079,5.12344
24.85302,-49.38181
32.1156,6.39493
34.87817,37.1118
46.94639,67.42665
50.13845,-0.33995
53.37219,-18.14672
76.0619,-20.11613
82.64538,-17.04279
100.06389,36.69517
120.81433,30.79652
126.74398,65.24541
151.82179,21.00883
152.69601,-28.90159
160.07413,38.48716
181.80309,-29.93781
194.70296,27.81033
199.42531,-34.3537
203.12903,-27.12746
206.25215,61.28014
209.4153,67.46928
222.08681,13.95767
228.79504,5.57761
248.92697,49.22051
251.88896,53.86121
259.39691,-4.54185
268.22058,41.08776
301.7218,3.56964
332.45926,-27.53561
332.6702,-27.89631
338.20883,-80.15328
2.96395,33.10649
8.85686,-5.51929
14.0059,-74.5113
27.77917,71.31206
40.06703,-8.77697
51.64445,41.69519
70.95613,-52.35167
73.8145,-12.15767
76.25335,27.29073
77.3381,-11.11334
77.98754,-39.96185
82.26374,-3.31556
90.22872,60.83878
113.54637,23.96633
122.89753,-24.14873
145.46321,27.64676
151.09964,-5.67882
153.66148,-27.41009
153.93872,18.94607
159.25604,-77.2316
169.1805,26.37271
172.86951,-1.84262
179.632,-21.95466
194.91615,-14.96735
200.41315,-17.00519
234.58653,-5.82878
240.83133,20.6369
248.82568,55.63441
257.70734,45.85419
263.30765,26.79402
295.10843,-55.85773
306.14841,-30.46503
308.04633,-27.58271
323.63666,-33.11919
344.89893,17.97134
4.63899,-6.27206
14.36517,-0.47144
28.97397,32.98969
32.98474,-39.2056
39.58211,-52.19231
40.57503,42.33601
64.92306,2.35984
73.50304,70.79055
89.56767,5.80792
93.80406,-73.1201
98.42789,-24.98595
107.43678,48.69049
109.3991,10.6451
118.99978,12.98142
144.10483,-11.32895
158.10379,-34.99836
159.0894,-26.77302
170.03323,30.50015
178.3515,23.07083
191.39215,-8.09176
193.85437,27.79802
195.52046,40.40836
198.75319,-13.27117
224.70299,2.02355
233.6649,-47.01242
245.7417,14.60278
254.36145,40.73571
