RA,DEC
188.64484,18.20261
200.35735,-16.30575
210.11063,-53.72514
219.34229,36.56783
20.12871,50.14448
80.42296,72.33145
103.26345,23.13576
120.37821,9.70764
211.99617,-32.05133
307.14609,25.73334
332.5416,-36.08862
2.84294,6.38929
21.33645,34.02512
179.40356,32.27773
183.5535,-47.22866
281.22498,-62.3647
59.82135,6.68717
186.8679,-8.16788
40.78017,41.06442
48.13794,39.31892
66.80633,-62.78062
201.21439,36.37854
215.41005,35.20491
24.57774,35.36484
122.5633,33.95655
189.29878,-72.59201
309.47873,10.63133
56.91578,39.34687
190.95462,-40.71461
191.19606,-10.19784
214.24504,-75.64719
134.78366,11.14915
148.03404,29.23623
193.03496,-21.86511
220.73354,-18.44489
271.25259,9.48107
10.90234,30.58699
32.75539,37.66628
41.41811,-15.36112
95.36485,-64.99279
326.44598,-48.42043
169.1942,18.01715
314.31412,25.96487
22.44839,-6.98005
183.17192,-14.01456
186.42773,7.21676
266.0416,-60.97846
267.15979,51.15726
269.04691,-60.27656
352.65042,-3.03989
14.81317,76.51294
27.90439,8.25658
56.43248,46.67354
104.65676,45.21058
111.05327,-36.8116
140.84277,-37.99006
225.20911,-51.56783
258.11945,-9.12409
20.99226,-35.11512
29.09083,-4.46763
43.39955,-83.14222
32.23441,7.97148
57.6508,73.03143
194.28436,-32.51276
237.46973,-39.90948
23.00286,-85.17772
43.92758,75.1544
183.3425,28.51093
185.99519,48.77937
196.13121,-30.17064
69.80303,58.34565
284.29013,-62.09093
314.45975,-43.37441
201.987,-31.49549
239.37575,70.68913
244.21643,53.00599
267.64624,-1.6517
4.18407,7.07609
39.35619,21.1008
185.60948,29.20868
249.22318,-61.02774
251.24013,-8.25063
21.17354,-1.58707
244.33398,34.90148
64.40614,36.28584
136.64169,-7.24096
244.13615,-65.6524
357.87042,-13.38157
129.58064,-73.54368
217.84377,-28.74962
281.93414,23.34728
295.0257,-77.55817
300.02597,18.46575
21.36869,-38.2674
40.64829,34.76351
11.52249,-1.72341
27.09361,11.52154
269.85529,6.28703
17.89981,49.12111
42.41485,21.2079
64.66727,2.56082
78.93105,19.36299
86.71922,-18.7264
94.00586,75.93651
156.19777,-43.96433
244.61113,-60.77969
327.32556,-60.60922
37.66044,42.23221
181.44547,-27.94013
277.87057,16.12277
316.40576,11.41417
9.62248,29.51121
140.90208,-26.88182
171.47058,-35.39457
177.94859,48.68314
75.47845,-3.29623
166.01241,28.03679
186.23938,-26.03072
358.30206,28.28344
88.94317,-69.56087
164.27365,-48.66138
233.96713,39.76891
14.38637,30.28076
20.99898,33.90783
80.55816,18.07377
123.16494,-16.05073
151.02191,31.18538
193.16255,-39.02828
269.81131,45.88708
52.86472,4.38088
316.68967,-44.81471
355.1402,29.18817
27.28504,-3.90438
49.53492,41.7544
68.17388,-43.71589
164.44804,-47.84274
309.83707,10.8057
28.35774,71.25183
63.50277,36.84765
124.62505,-21.81612
177.49716,21.33367
208.04201,2.32511
20.91908,33.28066
137.49193,62.24738
159.95763,-36.03616
165.00992,14.84159
292.01617,-38.91876
37.29034,-10.82806
355.60745,-19.45226
59.41476,36.78747
72.83232,23.20801
78.52556,-10.62688
182.7419,63.91459
209.83553,-40.0687
37.30826,23.08271
156.37018,-39.82756
263.91626,-6.59937
298.23151,-60.98447
14.02509,24.1269
189.43245,-43.62113
200.3463,0.34258
39.40246,-32.92443
69.07763,-2.83138
214.24667,-44.97734
9.38938,-6.92224
77.22045,-29.25125
112.06236,63.2556
124.79476,21.43574
188.67868,-40.30057
254.63075,58.93626
321.24457,-42.46045
332.8974,25.86438
18.66099,-1.02058
55.29394,-1.30281
71.33176,11.06796
114.23622,35.24196
267.44357,72.02114
32.41055,-10.14627
68.13644,16.63417
83.07727,-17.22387
128.95212,1.72169
151.34599,-34.21996
168.51366,-14.08727
223.55211,4.7502
246.52161,-60.52674
343.4202,33.70914
158.55191,-73.24013
181.02568,20.23505
333.9541,-45.84645
326.94193,41.11858
183.7829,-30.76638
208.32439,33.49076
283.84192,-53.81845
316.59009,-48.16943
32.10408,14.34967
43.4217,6.26562
43.45937,12.84924
71.02666,-5.46571
110.64454,71.59895
141.34422,-12.39159
273.00513,21.46349
28.53218,-56.69366
317.9668,11.27616
327.73483,44.54225
139.17436,30.91537
301.14215,-57.59817
351.61526,-81.91158
221.85074,-17.44557
279.60709,-57.49044
350.9751,9.66749
352.07397,-67.82137
12.70186,-6.8857
14.19671,-53.09737
184.17549,69.46257
210.15498,-2.8578
262.38153,-64.02286
36.03331,47.96967
143.98582,-7.72668
178.42607,-72.88082
187.06642,9.4363
206.28618,41.50335
227.70149,-18.43094
283.59253,-34.6112
69.48154,-9.51926
287.89188,-5.44486
48.53544,42.74921
144.63196,-63.93346
176.77335,19.83724
7.95575,-26.72054
44.99421,36.82048
67.04025,21.65534
200.60196,-16.72844
242.54024,-61.43377
21.98754,-35.71769
134.73549,-4.90195
286.80972,-65.46185
304.93552,-53.44737
243.23688,9.86708
53.0305,47.79405
342.90872,-5.5573
29.62519,25.36011
34.42223,12.47061
51.5129,41.25229
152.92679,-31.64285
157.95146,-26.56541
195.02957,-50.93736
265.2948,-63.39085
1.81601,27.70808
41.40031,-17.68893
45.87612,74.66517
128.89197,-1.8501
164.74883,-50.36539
332.53818,41.01727
21.85591,-1.91297
61.44856,25.40841
106.07666,23.90177
241.11661,-2.12092
358.54199,0.38291
132.32912,-19.00411
170.94362,-1.10492
252.62784,-61.82211
350.22867,25.89856
28.14459,36.50089
69.08176,-65.1411
180.95441,3.54821
185.36826,6.65356
218.49641,3.77801
25.6135,26.14307
132.49312,70.29944
134.59612,-66.7287
187.84235,57.96465
333.66635,-27.46398
52.58123,41.57275
101.37167,-37.00978
148.31956,-25.92905
159.54475,-28.78333
182.63695,58.30382
210.06091,-34.03797
294.34396,40.70551
340.47385,34.91978
36.18507,42.623
191.56561,-41.70598
237.59459,18.93917
269.31223,12.17946
349.39056,29.0194
59.2916,-28.87911
111.64756,43.29641
178.78848,-18.92743
221.29578,-20.9135
330.87891,12.63677
352.97354,-5.00696
150.11278,3.37431
191.73175,-41.49675
250.36517,57.78363
347.92075,-2.16004
141.90567,-19.69541
168.67488,-23.72769
263.5817,-60.87154
196.66916,-38.27552
196.25104,-47.2369
24.2044,35.51219
203.47702,3.28359
273.3735,-64.47673
275.66217,15.698
135.66101,25.93451
157.32008,26.09915
204.48909,-30.93166
216.01993,33.04745
222.80753,-26.63127
23.22401,-12.19131
139.01624,17.62841
239.28384,22.40456
279.98511,-67.4257
47.08304,-4.13838
56.65874,-16.55017
75.67731,-61.14007
159.30356,-27.68394
170.64737,20.70407
300.871,-54.97993
64.16567,60.9245
139.20836,20.19853
297.28867,-10.57362
42.91861,-16.65077
81.97389,19.86336
136.23686,59.93295
195.58815,-50.33404
276.41,22.32729
315.28229,-0.19517
12.61464,-5.85848
46.55516,41.84894
171.53563,-54.23586
172.29889,57.13221
207.0464,-30.45209
280.70621,-63.20842
329.00272,-1.51694
14.54552,-8.21701
18.23213,0.98156
71.47247,-5.13672
152.2637,-11.23325
175.56293,-13.86695
226.42091,-42.44952
245.54297,-1.51483
247.49197,40.62862
265.98422,36.80011
313.14774,-5.71113
18.60389,-55.39709
24.74365,-46.57332
66.57843,-3.62109
194.21817,-41.7972
195.53111,-33.12067
220.23143,-32.37563
333.38058,-27.55803
9.89532,2.88744
70.28594,73.67174
144.05174,-8.43443
195.45648,-8.33625
250.30229,-30.11352
346.74561,22.93647
42.28001,-16.99335
175.23224,-44.48125
210.70262,9.34141
256.22079,41.8655
331.56738,47.25122
79.2877,-64.95984
87.38114,17.64916
246.86339,-58.92504
49.96454,41.57352
116.83463,26.9302
120.34632,15.3693
129.93849,-23.45879
207.32289,-36.06343
335.55743,36.38701
354.05881,2.15502
19.01504,4.2941
52.62234,36.94766
216.83525,-87.77224
26.92838,-52.76181
113.65141,18.28156
308.24588,9.88208
322.40601,-21.19565
106.645,63.8489
119.91725,15.38676
160.38002,37.31286
175.8275,-12.87837
241.6263,-61.42116
346.4512,3.54511
47.50513,-53.33575
195.22061,-13.44981
212.12798,8.93191
223.03313,-2.52973
239.31444,5.99837
346.30676,2.54943
135.08441,52.49419
161.75328,-9.94132
226.29393,-43.50951
320.53134,18.66569
9.93445,3.29959
22.99187,33.47652
72.05269,-13.66707
77.18922,31.27221
77.93839,67.48822
115.972,56.9869
138.64297,30.1409
9.60543,3.16645
42.74857,37.46664
111.2775,-38.41652
135.15901,50.67839
158.69778,-28.49632
190.17964,-40.76337
199.03493,-28.41054
231.48399,-30.272
269.29434,27.96138
59.95488,-84.09386
111.60977,-35.90602
157.87495,24.86936
182.79234,20.17571
338.88208,34.80351
352.63342,0.08109
17.65235,33.12649
71.79752,66.0544
147.41354,-5.16659
244.78963,-24.44757
46.7331,-9.54408
208.02899,-48.17051
307.5896,-1.00793
348.62225,31.54894
351.20566,15.2756
101.8247,33.59921
224.49921,-6.72322
19.6267,51.94567
50.24123,41.89384
52.34954,39.79221
53.36114,-23.71279
183.90637,23.98186
209.14514,-32.62974
274.14288,25.04402
326.04074,46.24611
346.52023,34.10769
349.65936,42.95801
17.26897,-45.77354
66.58561,-10.09846
140.00908,1.03826
241.9695,-60.52016
29.67497,8.34678
45.9546,-1.10365
133.29636,76.48607
144.50613,-20.34378
190.71733,54.856
306.83704,53.96603
326.49362,41.27195
334.06232,-27.40281
338.51682,68.44167
10.86857,-6.34876
61.91156,3.96818
169.32324,-48.44211
191.72812,-11.63707
238.38963,-42.18113
33.08247,37.47732
147.15021,33.42149
186.65039,3.96465
242.25531,-59.79916
261.11386,29.39016
354.78506,32.08561
34.75455,34.46239
147.38867,-68.01535
153.19807,-27.83945
214.8434,-26.64471
331.02823,35.93848
202.11365,-44.172
263.52682,25.3439
356.29251,7.04213
280.42429,34.84386
25.80908,8.88936
209.37349,6.09694
20.28085,-26.726
25.54023,12.60189
32.13482,6.32373
35.63065,47.85003
79.04754,-0.14981
193.84659,-44.8133
198.02785,24.09505
308.77005,-41.68417
52.55529,-5.54338
54.90453,41.08361
72.48152,-31.96559
152.66644,20.07015
162.03391,18.18862
164.24039,-14.30056
87.89688,-59.04563
115.63683,49.80966
314.48132,-17.94283
3.70996,-86.99312
21.18252,33.4296
96.71985,-24.6171
181.04707,20.40978
293.64481,-61.14577
130.60733,37.22108
178.64034,58.367
229.18536,7.02164
264.47708,-55.5182
133.81569,-32.04665
159.21053,-27.91931
177.01401,30.35931
299.47131,-32.46563
79.91123,22.95078
91.54549,-0.54239
94.74781,-24.63019
151.07393,-74.93059
231.392,18.27722
348.42407,24.90234
128.69931,-57.64605
183.81615,65.98539
52.26675,40.82402
54.16282,-20.90226
74.33805,78.18884
170.10925,3.58549
203.2052,7.17011
204.5661,4.54255
336.03842,36.19981
67.90101,17.44232
138.90889,-86.76678
191.98038,27.22242
237.91183,-60.77467
264.41284,-59.94073
297.76999,-30.75763
354.30896,49.55693
56.05846,46.10893
80.12695,14.44715
145.9447,74.85962
175.31931,47.69078
254.52477,-21.27285
75.38576,-16.16609
131.38342,-15.12117
210.89886,-25.42794
124.96618,20.98501
279.08578,51.46648
35.44677,-10.0237
118.76753,-76.41251
178.45305,-5.16783
182.04544,-15.80346
211.2567,53.66221
259.67618,41.69427
20.75083,53.2624
110.57735,49.29241
116.61155,-37.61287
132.88722,30.86538
158.32338,64.7494
162.1573,66.36201
165.74861,-16.28943
258.16129,23.27011
2.19883,33.43332
20.302,-9.21121
23.96775,33.68189
49.8614,41.54053
80.4949,3.48216
95.3781,-22.08744
125.08275,66.98197
186.8004,-5.83089
211.91992,-25.11708
333.64816,-29.16067
75.65278,86.22236
177.26677,59.43273
257.02725,-63.45537
280.35098,-64.01392
353.7142,44.30398
20.08508,-40.96612
29.97703,23.6444
30.86639,38.11693
31.92805,45.62295
94.80547,80.06847
206.09959,-52.36943
241.56754,-29.28167
0.33319,13.11126
10.88901,-4.11785
50.00688,41.25117
56.00433,-14.35865
89.66696,10.30331
183.37209,50.74149
291.6333,50.12527
21.07348,9.33095
148.61256,-6.95334
181.08333,1.56764
336.37637,-17.24331
144.58147,-70.09127
267.24414,-63.25454
277.043,-71.69393
284.13422,-64.92892
316.69791,-47.18785
346.04269,20.0795
9.84576,2.79792
67.09067,-47.81589
157.19963,-50.69925
177.67299,20.01514
192.02254,-27.57765
196.24326,29.1223
213.97476,-52.01127
256.98938,60.99011
273.15424,25.53679
78.39644,20.47894
94.25367,81.13774
94.64971,-5.73468
188.02057,-39.98246
299.19849,-37.32837
348.21606,20.24842
353.12109,23.93107
111.062,-29.39078
149.98274,-39.1576
179.24123,-19.85511
185.83627,-12.5586
74.34222,-75.44512
196.74854,-57.22469
198.36229,27.80239
208.57701,-26.89377
29.89472,14.00826
52.39631,40.86888
95.31475,-64.45884
181.00592,20.23227
1.16622,-8.1004
20.32401,-22.80068
97.3359,74.49269
115.2426,55.4272
191.0219,-34.20209
240.46414,17.95744
30.28945,50.50708
137.07295,21.44342
306.66623,-54.79971
357.90305,-28.36505
20.59904,-0.87523
33.26249,-42.03352
87.14937,-18.67026
89.60575,68.46104
120.78271,23.39186
140.43991,64.25794
306.1492,12.44374
70.16747,-8.60779
92.49091,79.926
190.27451,50.39344
264.05444,-58.25366
316.16455,-12.33835
30.27756,31.88247
70.84283,18.70742
79.17635,18.79771
354.43198,-15.11849
153.37917,-43.81804
187.57646,13.5775
341.19067,33.46061
355.81061,49.97948
42.025,-13.95922
53.68118,-19.02893
172.00243,29.51103
181.1586,1.78768
309.59943,6.99655
335.66925,36.19454
122.20571,57.76961
338.58578,-10.35701
24.98763,-28.69667
117.53457,55.38412
152.9227,-37.92791
193.65425,-10.61304
273.79388,-34.62405
337.12302,16.78324
349.26184,30.33509
30.41666,31.8265
137.15535,37.62155
159.35603,-25.31944
193.10832,-40.7074
225.94427,-25.87297
249.4747,36.07308
117.18536,66.19736
187.88554,11.62475
206.82787,-29.80895
61.11308,-2.18917
114.84825,-32.35598
174.77501,-9.34818
195.60782,-17.67984
209.66489,-43.96373
45.08561,5.71238
49.26862,-22.86664
80.26663,4.00635
89.50854,-38.33455
121.69982,5.30943
168.14162,-36.42795
201.30222,-33.65552
207.58496,41.36631
216.67612,-49.67245
250.28773,61.32631
42.24515,3.16868
124.99468,-7.07631
315.63031,-16.8183
337.83585,39.35825
93.13245,6.69674
45.3052,44.95541
47.76295,40.62212
139.6339,74.31905
325.42227,-10.63561
32.42808,-10.18383
106.00574,29.24346
162.99179,3.79205
182.49417,46.45718
218.95897,36.54318
60.47356,5.63945
168.16586,9.0558
198.15652,47.06331
8.99928,-10.12171
36.42665,41.95628
38.053,-17.21684
157.84633,-42.06061
170.91014,-13.8311
175.59888,10.26413
208.22696,-1.11473
209.47906,-54.01997
165.63091,-53.64275
167.84346,-48.01995
219.6114,-22.36762
329.67966,-28.4662
77.544,-0.71916
107.6283,61.78633
211.54385,9.35342
226.86378,19.59763
284.21268,36.62397
74.55227,-7.78039
203.73302,13.74206
251.0087,-61.94293
258.56256,43.6847
342.76205,37.08793
0.57981,12.97164
45.19086,44.45193
46.08512,48.27012
143.19742,-5.72471
146.81705,22.08948
184.61043,29.81289
193.05191,-13.41473
287.45776,-17.92842
299.67618,50.03687
301.14383,12.73945
346.71051,28.17912
32.67138,-75.03767
88.14782,66.81986
4.59393,30.07958
59.5915,-44.46652
71.62479,-4.78878
274.90472,-42.18992
157.98219,-35.40981
178.58504,-51.78105
300.97015,-26.46758
304.86066,-41.3325
19.78289,-34.10378
85.0278,-40.83651
145.1516,3.57699
193.81476,2.89666
265.07614,-74.98673
84.6763,15.74814
169.46191,-26.13443
188.4153,9.17482
208.41025,36.13416
209.55356,6.51808
21.11168,33.79954
152.04196,53.08348
215.76031,-34.2919
251.8054,-0.27532
321.83948,-60.0146
39.71582,27.84722
40.02631,1.50879
44.45485,-36.71793
72.62055,-3.52137
79.4276,-15.52339
110.71336,22.5892
210.88123,35.0252
221.20647,-48.35993
330.73645,-20.47129
337.47824,-65.66137
1.84908,47.04074
139.63667,73.75933
280.9823,-57.16755
357.86145,20.58624
85.13064,-11.66558
182.32379,29.92762
312.40192,16.86558
140.72919,3.15694
195.27811,39.84142
224.08284,49.40005
264.29559,-55.56127
353.63126,-2.85428
50.7775,-21.37519
66.18732,-54.94201
86.63187,69.05098
164.67871,-50.32483
187.27812,2.05233
193.71642,-10.24784
286.71555,-36.95843
308.05124,-9.05602
353.18121,29.46074
47.32761,80.13062
135.05981,3.17771
194.48399,-13.06009
8.66712,-10.7665
48.21363,4.70704
244.37657,-68.04025
293.72928,-64.74067
341.26642,33.99616
345.54343,-39.5694
16.27032,-6.2124
74.99641,-17.4598
97.97147,-20.16644
100.04872,-25.89535
154.92206,-25.81474
203.77045,-35.26903
348.57352,49.79733
24.39967,-33.92409
45.52787,41.59358
67.28423,-53.8279
147.97929,-6.82293
181.68581,67.1632
233.73863,23.50291
281.06418,24.1425
119.51024,56.35959
207.30804,35.25743
231.56062,-44.1484
68.89056,18.34593
139.71408,-38.752
267.62738,-1.8007
293.16406,37.87427
333.28757,-64.84897
32.80686,-1.48555
34.26995,1.2442
47.40059,71.64122
64.89127,36.27733
138.7485,29.73029
144.11513,-37.341
198.47563,-16.49095
310.45148,-13.84689
58.98492,41.58856
117.97809,73.01569
151.54153,-39.74356
199.50734,-36.95022
215.06021,-29.74748
88.03892,-18.02359
108.14881,-28.65384
190.09579,3.11771
221.93285,-73.30594
232.43378,42.7779
238.39699,-61.68288
30.96435,25.92529
45.89666,-12.07631
187.6116,4.2465
305.46124,-49.70227
1.83139,32.60925
19.53477,-44.46194
192.2982,3.38871
194.29828,-17.40954
290.91754,-55.06564
2.17708,37.44791
141.54805,-76.62632
217.66417,7.27497
319.06042,-64.46468
28.16501,36.17142
208.03305,16.96982
51.99343,-37.14999
338.59894,43.80894
347.41418,-36.42009
2.94578,-5.58629
7.20913,2.83886
42.06173,4.57808
50.05449,-2.11413
79.63388,46.6929
204.25243,-8.21077
256.69745,-5.07499
341.29178,-19.95199
351.98627,8.779
65.10959,-31.72457
191.15744,-10.08312
201.00291,9.71013
296.18707,-28.3862
18.133,-4.14636
193.57635,-41.82061
194.84645,-27.42721
278.45901,-60.1291
309.09778,-4.61878
11.97512,19.59684
120.47173,50.7371
191.21597,-20.42653
215.59917,-0.38749
344.90683,39.14587
30.33998,-5.37097
189.38857,-41.30803
325.01425,-63.90895
35.69716,-41.37108
124.77074,70.72003
202.50954,-20.55175
343.60632,32.4517
46.47986,4.85811
64.4674,-63.67525
191.39453,27.06076
282.25989,-51.26519
356.93774,-28.14067
95.61792,66.57855
130.39713,-20.31502
140.04123,-16.52593
158.71065,-28.583
192.49121,5.31143
203.0582,13.89234
208.50113,-7.93065
211.63333,6.02936
229.17581,-36.80241
303.47675,-1.15751
5.7064,-45.26901
10.6911,-23.5616
174.2034,-8.58636
181.90985,-14.96962
186.5674,-7.68084
259.02197,73.4359
304.18097,7.39691
75.82233,-2.93652
200.46172,-17.33648
10.20364,-56.21407
174.49762,-17.2336
258.76208,43.66021
334.86545,29.39581
355.97656,26.07561
11.2464,-56.37996
42.01818,27.1031
59.6277,-61.54093
72.09914,-59.80032
195.35211,29.30844
205.16646,38.79404
280.8306,-62.11229
126.92499,21.47909
139.64661,52.51453
304.87943,-5.32308
338.03357,-25.39779
350.09421,27.3157
51.61489,40.5079
151.93738,-41.3316
159.99352,-30.19304
183.62389,28.42345
299.00797,-27.45263
43.98862,0.69254
74.32224,-75.42067
78.6504,-61.4815
94.82149,-24.46617
300.75443,-55.94802
304.14926,-46.966
68.89095,19.17171
317.09396,17.82051
23.13885,35.35857
47.1649,-3.38001
109.00822,56.81801
244.31566,-11.73179
133.51956,-7.18326
219.03859,21.7935
122.22482,-51.08497
156.61821,20.2282
159.89194,-23.92269
328.5961,15.15683
72.55713,-17.26605
117.82346,50.17937
151.10933,-41.41608
301.61774,-48.37562
311.89206,0.41163
69.12609,-2.86639
133.74748,-2.98761
186.42838,0.57264
192.28395,-11.40987
39.42417,1.97531
74.78917,4.97514
87.06917,6.63685
116.31436,-38.72223
136.9115,66.57471
165.30989,-49.90718
178.19347,20.98932
211.01332,-26.21614
248.3242,35.34242
249.84795,-2.40636
6.72767,-2.50089
106.80968,-26.62257
119.08182,-41.62838
163.52003,-45.81683
173.90164,54.94855
200.31709,-15.90267
213.70988,15.14675
306.15176,6.91118
2.49699,-57.02082
0.42471,23.49588
3.62758,-7.1674
54.54153,40.98308
136.42944,18.3396
176.44218,19.77382
178.86696,-12.06126
315.78809,-14.52459
55.17548,-37.51083
116.72606,-38.30336
133.89973,-67.45293
157.54439,-3.16363
201.12042,14.09258
211.14308,-33.96075
235.18987,-62.2157
328.64014,2.94303
44.28145,17.51434
49.40204,-1.81876
112.67189,-62.02654
210.13348,-28.87457
15.42743,-15.56777
41.73616,48.19305
56.52985,-4.0692
67.35031,70.42446
183.03987,17.75693
208.1113,14.09123
30.93627,16.03098
181.03918,20.34788
184.89906,5.84677
186.85992,6.26267
192.60051,-40.84406
207.91478,-30.48904
325.12277,-26.52795
177.77861,55.07872
233.74384,11.7503
273.21036,7.50252
307.30258,-22.6717
14.31158,-40.9591
39.52298,41.78955
80.11118,-69.85725
204.18893,-16.94827
234.99155,21.4708
134.24176,52.06596
183.45998,7.20086
224.22903,-35.94487
243.44157,-61.00819
259.10004,6.55989
356.00848,0.51672
36.45807,-53.08788
42.34716,17.66589
73.10493,-3.56553
178.29007,-68.60887
229.46324,-17.58929
21.1605,33.47271
21.35279,14.86465
45.97019,9.61329
47.11653,2.10857
54.81251,14.46042
162.92395,18.48096
175.00504,-48.96159
260.85492,56.97454
17.65418,-7.62094
46.75872,-66.93865
156.13104,-23.55297
164.46149,-20.00165
181.19849,10.59557
220.60191,-36.57241
288.77002,-50.65683
299.15521,-38.61364
303.47183,-44.52674
47.11024,33.9721
54.79524,-22.38866
73.08245,-3.10581
84.22155,-15.20409
109.44357,7.95353
183.06215,56.17744
188.37616,8.65446
193.49393,-8.77571
194.15048,-6.81783
342.754,31.37494
89.94888,62.15801
192.64328,-9.46303
257.68155,41.65107
311.95322,-9.99595
324.00015,-76.34574
52.50767,41.83216
119.58521,25.14923
143.51158,10.10875
120.86343,-70.36687
141.01227,-28.17897
229.45609,-43.50157
113.35033,-35.08602
132.64937,-61.2779
201.68378,-27.43935
214.56018,-27.41517
313.40088,-71.14121
1.82,8.30163
140.45007,40.15123
194.25221,-20.48093
221.62692,-43.95267
232.04254,-46.77908
258.3143,-25.04076
41.32508,-17.70836
125.41808,73.98836
174.49478,59.61692
180.69849,-53.83551
181.04813,10.8544
194.05058,27.74551
216.08644,36.4614
240.41762,21.35295
49.26512,41.63364
160.24614,-27.08402
188.27066,16.26549
226.1454,-72.61661
355.57214,26.23175
18.20251,-0.29019
34.46323,32.39602
45.15324,49.04397
109.09161,-35.50262
234.94911,-34.91518
241.6675,30.09899
272.7804,14.09309
31.15169,47.93849
240.09988,20.84914
296.14383,52.86227
347.62418,11.01228
76.24181,-81.31068
131.7049,28.17127
252.82181,-25.90037
286.47961,-43.72538
6.74005,-56.97805
50.40194,41.3928
62.43047,37.00969
173.95497,54.52357
208.19185,-29.92975
220.7832,-36.48915
235.54416,-31.55078
298.18622,48.68568
306.09265,-50.43395
308.98856,-54.29946
358.62387,28.30892
65.94437,-51.59945
89.78964,-51.46888
96.49158,-22.00484
144.4339,2.76093
271.9549,17.60489
123.93685,58.32105
142.10799,-36.12946
201.58214,2.10076
202.51529,62.51154
210.73213,9.42067
273.06152,-63.77614
93.27197,64.56132
125.20065,-8.91846
179.04353,60.52499
195.2885,-18.19782
210.65024,32.51044
225.1619,-3.85822
7.53043,-11.11364
120.54638,56.94234
32.24448,-7.7669
111.25694,23.78322
121.83436,51.13162
151.53098,47.26267
232.05316,42.92985
238.98917,5.93188
246.92122,40.92692
299.16565,7.8444
300.70779,49.31976
331.09341,39.74374
67.99418,-5.36971
95.14175,27.97856
141.65053,7.95454
197.75656,29.63668
282.98395,26.48823
53.8107,-20.37368
143.31366,-16.76785
151.5,58.81226
164.60498,24.22638
200.73178,26.98069
261.86157,58.51659
263.03537,-17.6702
13.05061,29.67696
136.49777,35.37743
190.43559,35.06284
196.00259,-30.36903
41.93597,9.3568
42.21583,20.86261
199.88327,-24.48423
206.80067,-24.37294
244.15402,-61.046
255.47153,-23.41138
281.51831,32.27961
303.02289,-55.24589
317.36151,-22.87848
328.04861,3.3012
348.08929,14.60933
30.03742,12.65609
60.92862,19.89495
115.93202,-56.76785
118.4621,-38.8265
152.53589,-38.1335
164.75748,-43.44046
203.52472,17.85679
33.90956,35.52355
45.49931,42.58493
47.7238,-2.55317
147.26273,-7.15593
167.4351,21.75886
201.57085,-19.63522
213.15891,39.3102
299.05533,-56.91088
300.58878,-20.22544
349.46988,7.37944
27.35725,35.4529
55.43613,-18.26699
134.77391,53.77169
186.02092,11.21806
212.02847,-9.07176
27.37444,12.50905
44.5275,-74.4566
106.50124,50.5103
266.02228,25.35071
339.71478,-25.70904
350.36115,8.21764
208.49355,-27.62321
302.22849,-56.39219
310.80975,-29.85339
17.72394,-5.82152
22.66961,-1.99436
66.08755,-47.52652
68.09096,33.21898
147.57545,-23.02529
162.04846,4.92772
189.72746,-27.30783
190.46959,41.27372
220.38741,38.85139
224.74002,-42.13177
230.3521,-29.87811
244.82143,-61.02052
287.45255,41.57612
299.40643,-37.93568
335.1131,-15.77354
336.32959,42.71726
359.79468,-4.12701
73.31905,25.87864
150.02249,-34.22827
190.07259,-43.21946
289.07471,-60.20032
331.02771,41.81934
350.50378,-23.5068
38.34477,9.6017
80.41935,49.12202
117.69278,54.36222
238.29442,-74.82527
92.65135,71.38614
164.37988,40.94617
198.5988,-46.11149
337.21286,-60.88206
42.20208,-19.97124
152.25507,-40.31744
193.72986,27.41269
227.09525,-28.84451
284.1001,52.37762
311.04068,-10.72351
316.51932,-45.43291
325.66104,43.5158
335.6228,37.10823
348.76443,18.9734
22.96009,-33.11927
80.44065,6.68887
178.85214,-50.30106
81.85432,45.8469
184.95496,6.01498
203.45859,-12.13057
302.15689,-55.45368
16.17024,-0.8027
43.6862,41.52855
50.21587,38.25396
73.96306,-29.88345
119.7541,59.11691
146.70882,22.01398
42.43913,53.25226
130.81607,-33.56886
196.87112,-27.38913
29.71668,-11.51463
65.41695,36.73172
73.77337,-10.69078
91.60138,31.79237
175.68678,52.77949
229.85304,20.89629
269.35495,50.72807
276.09729,-34.18184
38.09975,35.49465
44.62889,45.72059
54.66902,9.97
22.24428,-0.94892
28.92594,46.80191
173.09001,0.80404
222.87852,-52.52836
275.46408,6.35891
39.6335,41.52925
233.36586,56.55962
353.06696,44.96968
30.43423,8.49994
46.59151,36.01456
75.58038,-10.35643
113.73972,85.53719
118.54443,55.49531
135.52321,-64.90431
190.00693,-42.04276
192.47418,-6.71743
204.84386,-32.22408
288.17612,-53.87374
127.29559,63.33786
212.69852,35.91343
300.24341,-47.07024
53.12313,42.67942
66.93679,-12.03379
84.76035,20.33887
170.61134,-7.65282
173.93855,-38.36483
268.71594,34.77618
333.12552,45.32848
47.23643,-2.95515
201.86678,-27.32469
296.98883,59.89256
320.07285,-1.68432
23.86768,33.65673
247.28716,-66.50219
0.25176,6.24206
18.51892,33.70419
30.22883,38.21072
43.51139,2.9621
63.03776,27.93026
66.99814,-42.83862
89.47255,-23.18077
215.52762,-26.85742
47.57945,-22.40594
51.87159,-21.56016
58.07055,36.23688
73.7641,-4.10108
138.82068,11.88566
156.58943,-2.62217
159.83522,-0.20026
163.02817,-0.56083
211.19049,14.38208
239.37788,15.95616
262.35529,-62.4806
315.86212,-48.20494
22.24815,-0.56191
44.60244,6.59188
73.52467,22.16032
80.07756,-25.32449
