gamma,f,A,delta_chi2
1.41,2.5,0.9400000000000001,23.72000000000004
1.41,2.5,0.9600000000000001,23.320000000000043
1.41,2.5,0.9800000000000001,23.08000000000004
1.41,2.5,1.0,23.000000000000043
1.41,2.5,1.02,23.080000000000044
1.41,2.5,1.04,23.320000000000043
1.41,2.5,1.06,23.720000000000045
1.41,2.5,1.08,24.280000000000044
1.41,2.5,1.1,25.000000000000046
1.41,2.51,0.9,24.05000000000006
1.41,2.51,0.92,23.33000000000006
1.41,2.51,0.9400000000000001,22.77000000000006
1.41,2.51,0.9600000000000001,22.37000000000006
1.41,2.51,0.9800000000000001,22.13000000000006
1.41,2.51,1.0,22.05000000000006
1.41,2.51,1.02,22.130000000000063
1.41,2.51,1.04,22.37000000000006
1.41,2.51,1.06,22.770000000000064
1.41,2.51,1.08,23.330000000000062
1.41,2.51,1.1,24.050000000000065
1.41,2.52,0.9,23.20000000000004
1.41,2.52,0.92,22.480000000000036
1.41,2.52,0.9400000000000001,21.920000000000037
1.41,2.52,0.9600000000000001,21.52000000000004
1.41,2.52,0.9800000000000001,21.280000000000037
1.41,2.52,1.0,21.20000000000004
1.41,2.52,1.02,21.28000000000004
1.41,2.52,1.04,21.52000000000004
1.41,2.52,1.06,21.92000000000004
1.41,2.52,1.08,22.48000000000004
1.41,2.52,1.1,23.200000000000042
1.41,2.53,0.9,22.450000000000053
1.41,2.53,0.92,21.73000000000005
1.41,2.53,0.9400000000000001,21.17000000000005
1.41,2.53,0.9600000000000001,20.770000000000053
1.41,2.53,0.9800000000000001,20.53000000000005
1.41,2.53,1.0,20.450000000000053
1.41,2.53,1.02,20.530000000000054
1.41,2.53,1.04,20.770000000000053
1.41,2.53,1.06,21.170000000000055
1.41,2.53,1.08,21.730000000000054
1.41,2.53,1.1,22.450000000000056
1.41,2.54,0.9,21.800000000000036
1.41,2.54,0.92,21.080000000000034
1.41,2.54,0.9400000000000001,20.520000000000035
