gamma,f,A,delta_chi2
1.43,2.51,0.9800000000000001,17.65000000000005
1.43,2.51,1.0,17.57000000000005
1.43,2.51,1.02,17.650000000000052
1.43,2.51,1.04,17.89000000000005
1.43,2.51,1.06,18.290000000000052
1.43,2.51,1.08,18.85000000000005
1.43,2.51,1.1,19.570000000000054
1.43,2.52,0.9,18.72000000000003
1.43,2.52,0.92,18.00000000000003
1.43,2.52,0.9400000000000001,17.44000000000003
1.43,2.52,0.9600000000000001,17.04000000000003
1.43,2.52,0.9800000000000001,16.80000000000003
1.43,2.52,1.0,16.72000000000003
1.43,2.52,1.02,16.800000000000033
1.43,2.52,1.04,17.04000000000003
1.43,2.52,1.06,17.440000000000033
1.43,2.52,1.08,18.000000000000032
1.43,2.52,1.1,18.720000000000034
1.43,2.53,0.9,17.970000000000045
1.43,2.53,0.92,17.250000000000043
1.43,2.53,0.9400000000000001,16.690000000000044
1.43,2.53,0.9600000000000001,16.290000000000045
1.43,2.53,0.9800000000000001,16.050000000000043
1.43,2.53,1.0,15.970000000000045
1.43,2.53,1.02,16.050000000000047
1.43,2.53,1.04,16.290000000000045
1.43,2.53,1.06,16.690000000000047
1.43,2.53,1.08,17.250000000000046
1.43,2.53,1.1,17.97000000000005
1.43,2.54,0.9,17.320000000000025
1.43,2.54,0.92,16.600000000000026
1.43,2.54,0.9400000000000001,16.040000000000024
1.43,2.54,0.9600000000000001,15.640000000000025
1.43,2.54,0.9800000000000001,15.400000000000027
1.43,2.54,1.0,15.320000000000027
1.43,2.54,1.02,15.400000000000027
1.43,2.54,1.04,15.640000000000027
1.43,2.54,1.06,16.040000000000028
1.43,2.54,1.08,16.60000000000003
1.43,2.54,1.1,17.32000000000003
1.43,2.55,0.9,16.77000000000004
1.43,2.55,0.92,16.050000000000036
1.43,2.55,0.9400000000000001,15.490000000000038
1.43,2.55,0.9600000000000001,15.090000000000037
1.43,2.55,0.9800000000000001,14.850000000000039
1.43,2.55,1.0,14.770000000000039
1.43,2.55,1.02,14.850000000000039
1.43,2.55,1.04,15.090000000000039
1.43,2.55,1.06,15.49000000000004
1.43,2.55,1.08,16.05000000000004
1.43,2.55,1.1,16.770000000000042
1.43,2.56,0.9,16.320000000000025
1.43,2.56,0.92,15.600000000000025
1.43,2.56,0.9400000000000001,15.040000000000024
1.43,2.56,0.9600000000000001,14.640000000000024
1.43,2.56,0.9800000000000001,14.400000000000025
1.43,2.56,1.0,14.320000000000025
1.43,2.56,1.02,14.400000000000025
1.43,2.56,1.04,14.640000000000025
1.43,2.56,1.06,15.040000000000026
1.43,2.56,1.08,15.600000000000028
1.43,2.56,1.1,16.32000000000003
1.43,2.57,0.9,15.97000000000003
1.43,2.57,0.92,15.250000000000032
1.43,2.57,0.9400000000000001,14.690000000000031
1.43,2.57,0.9600000000000001,14.290000000000031
1.43,2.57,0.9800000000000001,14.050000000000033
1.43,2.57,1.0,13.970000000000033
1.43,2.57,1.02,14.050000000000033
1.43,2.57,1.04,14.290000000000033
1.43,2.57,1.06,14.690000000000033
1.43,2.57,1.08,15.250000000000036
1.43,2.57,1.1,15.970000000000036
1.43,2.58,0.9,15.720000000000024
1.43,2.58,0.92,15.000000000000025
1.43,2.58,0.9400000000000001,14.440000000000024
1.43,2.58,0.9600000000000001,14.040000000000024
1.43,2.58,0.9800000000000001,13.800000000000026
1.43,2.58,1.0,13.720000000000026
1.43,2.58,1.02,13.800000000000026
1.43,2.58,1.04,14.040000000000026
1.43,2.58,1.06,14.440000000000026
1.43,2.58,1.08,15.000000000000028
1.43,2.58,1.1,15.720000000000029
1.43,2.59,0.9,15.570000000000025
1.43,2.59,0.92,14.850000000000026
1.43,2.59,0.9400000000000001,14.290000000000026
1.43,2.59,0.9600000000000001,13.890000000000025
1.43,2.59,0.9800000000000001,13.650000000000027
1.43,2.59,1.0,13.570000000000027
1.43,2.59,1.02,13.650000000000027
1.43,2.59,1.04,13.890000000000027
1.43,2.59,1.06,14.290000000000028
1.43,2.59,1.08,14.85000000000003
1.43,2.59,1.1,15.57000000000003
1.43,2.5999999999999996,0.9,15.520000000000024
1.43,2.5999999999999996,0.92,14.800000000000024
1.43,2.5999999999999996,0.9400000000000001,14.240000000000023
1.43,2.5999999999999996,0.9600000000000001,13.840000000000023
1.43,2.5999999999999996,0.9800000000000001,13.600000000000025
1.43,2.5999999999999996,1.0,13.520000000000024
1.43,2.5999999999999996,1.02,13.600000000000025
1.43,2.5999999999999996,1.04,13.840000000000025
1.43,2.5999999999999996,1.06,14.240000000000025
1.43,2.5999999999999996,1.08,14.800000000000027
1.43,2.5999999999999996,1.1,15.520000000000028
1.43,2.61,0.9,15.570000000000022
1.43,2.61,0.92,14.850000000000021
1.43,2.61,0.9400000000000001,14.29000000000002
1.43,2.61,0.9600000000000001,13.89000000000002
1.43,2.61,0.9800000000000001,13.650000000000022
1.43,2.61,1.0,13.570000000000022
1.43,2.61,1.02,13.650000000000022
1.43,2.61,1.04,13.890000000000022
1.43,2.61,1.06,14.290000000000022
1.43,2.61,1.08,14.850000000000025
1.43,2.61,1.1,15.570000000000025
1.43,2.62,0.9,15.720000000000024
1.43,2.62,0.92,15.000000000000025
1.43,2.62,0.9400000000000001,14.440000000000024
1.43,2.62,0.9600000000000001,14.040000000000024
1.43,2.62,0.9800000000000001,13.800000000000026
1.43,2.62,1.0,13.720000000000026
1.43,2.62,1.02,13.800000000000026
1.43,2.62,1.04,14.040000000000026
1.43,2.62,1.06,14.440000000000026
1.43,2.62,1.08,15.000000000000028
1.43,2.62,1.1,15.720000000000029
1.43,2.63,0.9,15.970000000000017
1.43,2.63,0.92,15.250000000000018
1.43,2.63,0.9400000000000001,14.690000000000017
1.43,2.63,0.9600000000000001,14.290000000000017
1.43,2.63,0.9800000000000001,14.050000000000018
1.43,2.63,1.0,13.970000000000018
1.43,2.63,1.02,14.050000000000018
1.43,2.63,1.04,14.290000000000019
1.43,2.63,1.06,14.690000000000019
1.43,2.63,1.08,15.250000000000021
1.43,2.63,1.1,15.970000000000022
1.43,2.6399999999999997,0.9,16.320000000000007
1.43,2.6399999999999997,0.92,15.600000000000007
1.43,2.6399999999999997,0.9400000000000001,15.040000000000006
1.43,2.6399999999999997,0.9600000000000001,14.640000000000006
1.43,2.6399999999999997,0.9800000000000001,14.400000000000007
1.43,2.6399999999999997,1.0,14.320000000000007
1.43,2.6399999999999997,1.02,14.400000000000007
1.43,2.6399999999999997,1.04,14.640000000000008
1.43,2.6399999999999997,1.06,15.040000000000008
1.43,2.6399999999999997,1.08,15.60000000000001
1.43,2.6399999999999997,1.1,16.32000000000001
1.43,2.65,0.9,16.770000000000014
1.43,2.65,0.92,16.050000000000015
1.43,2.65,0.9400000000000001,15.490000000000014
1.43,2.65,0.9600000000000001,15.090000000000014
1.43,2.65,0.9800000000000001,14.850000000000016
1.43,2.65,1.0,14.770000000000016
1.43,2.65,1.02,14.850000000000016
1.43,2.65,1.04,15.090000000000016
1.43,2.65,1.06,15.490000000000016
1.43,2.65,1.08,16.05000000000002
1.43,2.65,1.1,16.770000000000017
1.43,2.6599999999999997,0.9,17.32
1.43,2.6599999999999997,0.92,16.599999999999998
1.43,2.6599999999999997,0.9400000000000001,16.04
1.43,2.6599999999999997,0.9600000000000001,15.639999999999999
1.43,2.6599999999999997,0.9800000000000001,15.4
1.43,2.6599999999999997,1.0,15.32
1.43,2.6599999999999997,1.02,15.4
1.43,2.6599999999999997,1.04,15.64
1.43,2.6599999999999997,1.06,16.040000000000003
1.43,2.6599999999999997,1.08,16.6
1.43,2.6599999999999997,1.1,17.320000000000004
1.43,2.67,0.9,17.970000000000013
1.43,2.67,0.92,17.25000000000001
1.43,2.67,0.9400000000000001,16.690000000000012
1.43,2.67,0.9600000000000001,16.290000000000013
1.43,2.67,0.9800000000000001,16.05000000000001
1.43,2.67,1.0,15.970000000000013
1.43,2.67,1.02,16.050000000000015
1.43,2.67,1.04,16.290000000000013
1.43,2.67,1.06,16.690000000000015
1.43,2.67,1.08,17.250000000000014
1.43,2.67,1.1,17.970000000000017
1.43,2.6799999999999997,0.9,18.719999999999995
1.43,2.6799999999999997,0.92,17.999999999999993
1.43,2.6799999999999997,0.9400000000000001,17.439999999999994
1.43,2.6799999999999997,0.9600000000000001,17.039999999999996
1.43,2.6799999999999997,0.9800000000000001,16.799999999999994
1.43,2.6799999999999997,1.0,16.719999999999995
1.43,2.6799999999999997,1.02,16.799999999999997
1.43,2.6799999999999997,1.04,17.039999999999996
1.43,2.6799999999999997,1.06,17.439999999999998
1.43,2.6799999999999997,1.08,17.999999999999996
1.43,2.6799999999999997,1.1,18.72
1.43,2.69,0.9,19.57000000000001
1.43,2.69,0.92,18.85000000000001
1.43,2.69,0.9400000000000001,18.29000000000001
1.43,2.69,0.9600000000000001,17.89000000000001
1.43,2.69,0.9800000000000001,17.65000000000001
1.43,2.69,1.0,17.57000000000001
1.43,2.69,1.02,17.650000000000013
1.43,2.69,1.04,17.89000000000001
1.43,2.69,1.06,18.290000000000013
1.43,2.69,1.08,18.850000000000012
1.43,2.69,1.1,19.570000000000014
1.43,2.6999999999999997,0.9,20.51999999999999
1.43,2.6999999999999997,0.92,19.799999999999986
1.43,2.6999999999999997,0.9400000000000001,19.239999999999988
1.43,2.6999999999999997,0.9600000000000001,18.83999999999999
1.43,2.6999999999999997,0.9800000000000001,18.599999999999987
1.43,2.6999999999999997,1.0,18.51999999999999
1.43,2.6999999999999997,1.02,18.59999999999999
1.43,2.6999999999999997,1.04,18.83999999999999
1.43,2.6999999999999997,1.06,19.23999999999999
1.43,2.6999999999999997,1.08,19.79999999999999
1.43,2.6999999999999997,1.1,20.519999999999992
1.43,2.71,0.9,21.57000000000001
1.43,2.71,0.92,20.85000000000001
1.43,2.71,0.9400000000000001,20.29000000000001
1.43,2.71,0.9600000000000001,19.89000000000001
1.43,2.71,0.9800000000000001,19.65000000000001
1.43,2.71,1.0,19.57000000000001
1.43,2.71,1.02,19.650000000000013
1.43,2.71,1.04,19.89000000000001
1.43,2.71,1.06,20.290000000000013
1.43,2.71,1.08,20.850000000000012
1.43,2.71,1.1,21.570000000000014
1.43,2.7199999999999998,0.9,22.719999999999985
1.43,2.7199999999999998,0.92,21.999999999999982
1.43,2.7199999999999998,0.9400000000000001,21.439999999999984
1.43,2.7199999999999998,0.9600000000000001,21.039999999999985
1.43,2.7199999999999998,0.9800000000000001,20.799999999999983
1.43,2.7199999999999998,1.0,20.719999999999985
1.43,2.7199999999999998,1.02,20.799999999999986
1.43,2.7199999999999998,1.04,21.039999999999985
1.43,2.7199999999999998,1.06,21.439999999999987
1.43,2.7199999999999998,1.08,21.999999999999986
1.43,2.7199999999999998,1.1,22.719999999999988
1.43,2.73,0.9,23.97000000000001
1.43,2.73,0.92,23.250000000000007
1.43,2.73,0.9400000000000001,22.69000000000001
1.43,2.73,0.9600000000000001,22.29000000000001
1.43,2.73,0.9800000000000001,22.050000000000008
1.43,2.73,1.0,21.97000000000001
1.43,2.73,1.02,22.05000000000001
1.43,2.73,1.04,22.29000000000001
1.43,2.73,1.06,22.690000000000012
1.43,2.73,1.08,23.25000000000001
1.43,2.73,1.1,23.970000000000013
1.43,2.7399999999999998,0.9,25.31999999999998
1.43,2.7399999999999998,0.92,24.599999999999977
1.43,2.7399999999999998,0.9400000000000001,24.039999999999978
1.43,2.7399999999999998,0.9600000000000001,23.63999999999998
1.43,2.7399999999999998,0.9800000000000001,23.399999999999977
1.43,2.7399999999999998,1.0,23.31999999999998
1.43,2.7399999999999998,1.02,23.39999999999998
1.43,2.7399999999999998,1.04,23.63999999999998
1.43,2.7399999999999998,1.06,24.03999999999998
1.43,2.7399999999999998,1.08,24.59999999999998
1.43,2.7399999999999998,1.1,25.319999999999983
1.43,2.75,0.9,26.77000000000001
1.43,2.75,0.92,26.050000000000008
1.43,2.75,0.9400000000000001,25.49000000000001
1.43,2.75,0.9600000000000001,25.09000000000001
1.43,2.75,0.9800000000000001,24.85000000000001
1.43,2.75,1.0,24.77000000000001
1.43,2.75,1.02,24.850000000000012
1.43,2.75,1.04,25.09000000000001
1.43,2.75,1.06,25.490000000000013
1.43,2.75,1.08,26.05000000000001
1.43,2.75,1.1,26.770000000000014
1.43,2.76,0.9,28.31999999999998
1.43,2.76,0.92,27.599999999999977
1.43,2.76,0.9400000000000001,27.039999999999978
1.43,2.76,0.9600000000000001,26.63999999999998
1.43,2.76,0.9800000000000001,26.399999999999977
1.43,2.76,1.0,26.31999999999998
1.43,2.76,1.02,26.39999999999998
1.43,2.76,1.04,26.63999999999998
1.43,2.76,1.06,27.03999999999998
1.43,2.76,1.08,27.59999999999998
1.43,2.76,1.1,28.319999999999983
1.43,2.77,0.9,29.970000000000013
1.43,2.77,0.92,29.25000000000001
1.43,2.77,0.9400000000000001,28.690000000000012
1.43,2.77,0.9600000000000001,28.290000000000013
1.43,2.77,0.9800000000000001,28.05000000000001
1.43,2.77,1.0,27.970000000000013
1.43,2.77,1.02,28.050000000000015
1.43,2.77,1.04,28.290000000000013
1.43,2.77,1.06,28.690000000000015
1.43,2.77,1.08,29.250000000000014
1.43,2.77,1.1,29.970000000000017
1.43,2.78,0.9,31.719999999999974
1.43,2.78,0.92,30.99999999999997
1.43,2.78,0.9400000000000001,30.439999999999973
1.43,2.78,0.9600000000000001,30.039999999999974
1.43,2.78,0.9800000000000001,29.799999999999972
1.43,2.78,1.0,29.719999999999974
1.43,2.78,1.02,29.799999999999976
1.43,2.78,1.04,30.039999999999974
1.43,2.78,1.06,30.439999999999976
1.43,2.78,1.08,30.999999999999975
1.43,2.78,1.1,31.719999999999978
1.43,2.79,0.9,33.570000000000014
1.43,2.79,0.92,32.850000000000016
1.43,2.79,0.9400000000000001,32.29000000000001
1.43,2.79,0.9600000000000001,31.890000000000015
1.43,2.79,0.9800000000000001,31.650000000000013
1.43,2.79,1.0,31.570000000000014
1.43,2.79,1.02,31.650000000000016
1.43,2.79,1.04,31.890000000000015
1.43,2.79,1.06,32.29000000000001
1.43,2.79,1.08,32.850000000000016
1.43,2.79,1.1,33.57000000000002
1.43,2.8,0.9,35.51999999999997
1.43,2.8,0.92,34.79999999999997
1.43,2.8,0.9400000000000001,34.23999999999997
1.43,2.8,0.9600000000000001,33.83999999999997
1.43,2.8,0.9800000000000001,33.599999999999966
1.43,2.8,1.0,33.51999999999997
1.43,2.8,1.02,33.599999999999966
1.43,2.8,1.04,33.83999999999997
1.43,2.8,1.06,34.23999999999997
1.43,2.8,1.08,34.79999999999997
1.43,2.8,1.1,35.51999999999997
1.44,2.4,0.9,33.52000000000005
1.44,2.4,0.92,32.800000000000054
1.44,2.4,0.9400000000000001,32.24000000000005
1.44,2.4,0.9600000000000001,31.840000000000057
1.44,2.4,0.9800000000000001,31.600000000000055
1.44,2.4,1.0,31.520000000000056
1.44,2.4,1.02,31.60000000000006
1.44,2.4,1.04,31.840000000000057
1.44,2.4,1.06,32.24000000000006
1.44,2.4,1.08,32.80000000000006
1.44,2.4,1.1,33.52000000000006
1.44,2.4099999999999997,0.9,31.570000000000093
1.44,2.4099999999999997,0.92,30.85000000000009
1.44,2.4099999999999997,0.9400000000000001,30.29000000000009
1.44,2.4099999999999997,0.9600000000000001,29.890000000000093
1.44,2.4099999999999997,0.9800000000000001,29.65000000000009
1.44,2.4099999999999997,1.0,29.570000000000093
1.44,2.4099999999999997,1.02,29.650000000000095
1.44,2.4099999999999997,1.04,29.890000000000093
1.44,2.4099999999999997,1.06,30.290000000000095
1.44,2.4099999999999997,1.08,30.850000000000094
1.44,2.4099999999999997,1.1,31.570000000000096
1.44,2.42,0.9,29.720000000000052
1.44,2.42,0.92,29.00000000000005
1.44,2.42,0.9400000000000001,28.44000000000005
1.44,2.42,0.9600000000000001,28.040000000000052
1.44,2.42,0.9800000000000001,27.80000000000005
1.44,2.42,1.0,27.720000000000052
1.44,2.42,1.02,27.800000000000054
1.44,2.42,1.04,28.040000000000052
1.44,2.42,1.06,28.440000000000055
1.44,2.42,1.08,29.000000000000053
1.44,2.42,1.1,29.720000000000056
1.44,2.4299999999999997,0.9,27.970000000000084
1.44,2.4299999999999997,0.92,27.25000000000008
1.44,2.4299999999999997,0.9400000000000001,26.690000000000083
1.44,2.4299999999999997,0.9600000000000001,26.290000000000084
1.44,2.4299999999999997,0.9800000000000001,26.050000000000082
1.44,2.4299999999999997,1.0,25.970000000000084
1.44,2.4299999999999997,1.02,26.050000000000086
1.44,2.4299999999999997,1.04,26.290000000000084
1.44,2.4299999999999997,1.06,26.690000000000087
1.44,2.4299999999999997,1.08,27.250000000000085
1.44,2.4299999999999997,1.1,27.970000000000088
1.44,2.44,0.9,26.320000000000043
1.44,2.44,0.92,25.60000000000004
1.44,2.44,0.9400000000000001,25.040000000000042
1.44,2.44,0.9600000000000001,24.640000000000043
1.44,2.44,0.9800000000000001,24.40000000000004
1.44,2.44,1.0,24.320000000000043
1.44,2.44,1.02,24.400000000000045
1.44,2.44,1.04,24.640000000000043
1.44,2.44,1.06,25.040000000000045
1.44,2.44,1.08,25.600000000000044
1.44,2.44,1.1,26.320000000000046
1.44,2.4499999999999997,0.9,24.770000000000074
1.44,2.4499999999999997,0.92,24.05000000000007
1.44,2.4499999999999997,0.9400000000000001,23.490000000000073
1.44,2.4499999999999997,0.9600000000000001,23.090000000000074
1.44,2.4499999999999997,0.9800000000000001,22.850000000000072
1.44,2.4499999999999997,1.0,22.770000000000074
1.44,2.4499999999999997,1.02,22.850000000000076
1.44,2.4499999999999997,1.04,23.090000000000074
1.44,2.4499999999999997,1.06,23.490000000000077
1.44,2.4499999999999997,1.08,24.050000000000075
1.44,2.4499999999999997,1.1,24.770000000000078
1.44,2.46,0.9,23.320000000000036
1.44,2.46,0.92,22.600000000000033
1.44,2.46,0.9400000000000001,22.040000000000035
1.44,2.46,0.9600000000000001,21.640000000000036
1.44,2.46,0.9800000000000001,21.400000000000034
1.44,2.46,1.0,21.320000000000036
1.44,2.46,1.02,21.400000000000038
1.44,2.46,1.04,21.640000000000036
1.44,2.46,1.06,22.04000000000004
1.44,2.46,1.08,22.600000000000037
1.44,2.46,1.1,23.32000000000004
1.44,2.4699999999999998,0.9,21.970000000000063
1.44,2.4699999999999998,0.92,21.25000000000006
1.44,2.4699999999999998,0.9400000000000001,20.69000000000006
1.44,2.4699999999999998,0.9600000000000001,20.290000000000063
1.44,2.4699999999999998,0.9800000000000001,20.05000000000006
1.44,2.4699999999999998,1.0,19.970000000000063
1.44,2.4699999999999998,1.02,20.050000000000065
1.44,2.4699999999999998,1.04,20.290000000000063
1.44,2.4699999999999998,1.06,20.690000000000065
1.44,2.4699999999999998,1.08,21.250000000000064
1.44,2.4699999999999998,1.1,21.970000000000066
1.44,2.48,0.9,20.720000000000034
1.44,2.48,0.92,20.000000000000032
1.44,2.48,0.9400000000000001,19.440000000000033
1.44,2.48,0.9600000000000001,19.040000000000035
1.44,2.48,0.9800000000000001,18.800000000000033
1.44,2.48,1.0,18.720000000000034
1.44,2.48,1.02,18.800000000000036
1.44,2.48,1.04,19.040000000000035
1.44,2.48,1.06,19.440000000000037
1.44,2.48,1.08,20.000000000000036
1.44,2.48,1.1,20.720000000000038
1.44,2.4899999999999998,0.9,19.570000000000057
1.44,2.4899999999999998,0.92,18.850000000000055
1.44,2.4899999999999998,0.9400000000000001,18.290000000000056
1.44,2.4899999999999998,0.9600000000000001,17.890000000000057
1.44,2.4899999999999998,0.9800000000000001,17.650000000000055
1.44,2.4899999999999998,1.0,17.570000000000057
1.44,2.4899999999999998,1.02,17.65000000000006
1.44,2.4899999999999998,1.04,17.890000000000057
1.44,2.4899999999999998,1.06,18.29000000000006
1.44,2.4899999999999998,1.08,18.85000000000006
1.44,2.4899999999999998,1.1,19.57000000000006
1.44,2.5,0.9,18.52000000000003
1.44,2.5,0.92,17.80000000000003
1.44,2.5,0.9400000000000001,17.24000000000003
1.44,2.5,0.9600000000000001,16.840000000000032
1.44,2.5,0.9800000000000001,16.60000000000003
1.44,2.5,1.0,16.52000000000003
1.44,2.5,1.02,16.600000000000033
1.44,2.5,1.04,16.840000000000032
1.44,2.5,1.06,17.240000000000034
1.44,2.5,1.08,17.800000000000033
1.44,2.5,1.1,18.520000000000035
1.44,2.51,0.9,17.570000000000046
1.44,2.51,0.92,16.850000000000048
1.44,2.51,0.9400000000000001,16.290000000000045
1.44,2.51,0.9600000000000001,15.890000000000047
1.44,2.51,0.9800000000000001,15.650000000000048
1.44,2.51,1.0,15.570000000000048
1.44,2.51,1.02,15.650000000000048
1.44,2.51,1.04,15.890000000000049
1.44,2.51,1.06,16.29000000000005
1.44,2.51,1.08,16.85000000000005
1.44,2.51,1.1,17.57000000000005
1.44,2.52,0.9,16.720000000000027
1.44,2.52,0.92,16.000000000000025
1.44,2.52,0.9400000000000001,15.440000000000026
1.44,2.52,0.9600000000000001,15.040000000000026
1.44,2.52,0.9800000000000001,14.800000000000027
1.44,2.52,1.0,14.720000000000027
1.44,2.52,1.02,14.800000000000027
1.44,2.52,1.04,15.040000000000028
1.44,2.52,1.06,15.440000000000028
1.44,2.52,1.08,16.00000000000003
1.44,2.52,1.1,16.72000000000003
1.44,2.53,0.9,15.970000000000041
1.44,2.53,0.92,15.25000000000004
1.44,2.53,0.9400000000000001,14.69000000000004
1.44,2.53,0.9600000000000001,14.29000000000004
1.44,2.53,0.9800000000000001,14.050000000000042
1.44,2.53,1.0,13.970000000000041
1.44,2.53,1.02,14.050000000000042
1.44,2.53,1.04,14.290000000000042
1.44,2.53,1.06,14.690000000000042
1.44,2.53,1.08,15.250000000000044
1.44,2.53,1.1,15.970000000000045
1.44,2.54,0.9,15.320000000000022
1.44,2.54,0.92,14.600000000000023
1.44,2.54,0.9400000000000001,14.040000000000022
1.44,2.54,0.9600000000000001,13.640000000000022
1.44,2.54,0.9800000000000001,13.400000000000023
1.44,2.54,1.0,13.320000000000023
1.44,2.54,1.02,13.400000000000023
1.44,2.54,1.04,13.640000000000024
1.44,2.54,1.06,14.040000000000024
1.44,2.54,1.08,14.600000000000026
1.44,2.54,1.1,15.320000000000027
1.44,2.55,0.9,14.770000000000035
1.44,2.55,0.92,14.050000000000034
1.44,2.55,0.9400000000000001,13.490000000000034
1.44,2.55,0.9600000000000001,13.090000000000034
1.44,2.55,0.9800000000000001,12.850000000000035
1.44,2.55,1.0,12.770000000000035
1.44,2.55,1.02,12.850000000000035
1.44,2.55,1.04,13.090000000000035
1.44,2.55,1.06,13.490000000000036
1.44,2.55,1.08,14.050000000000038
1.44,2.55,1.1,14.770000000000039
1.44,2.56,0.9,14.320000000000022
1.44,2.56,0.92,13.600000000000021
1.44,2.56,0.9400000000000001,13.04000000000002
1.44,2.56,0.9600000000000001,12.64000000000002
1.44,2.56,0.9800000000000001,12.400000000000022
1.44,2.56,1.0,12.320000000000022
1.44,2.56,1.02,12.400000000000022
1.44,2.56,1.04,12.640000000000022
1.44,2.56,1.06,13.040000000000022
1.44,2.56,1.08,13.600000000000025
1.44,2.56,1.1,14.320000000000025
1.44,2.57,0.9,13.970000000000027
1.44,2.57,0.92,13.250000000000028
1.44,2.57,0.9400000000000001,12.690000000000028
1.44,2.57,0.9600000000000001,12.290000000000028
1.44,2.57,0.9800000000000001,12.05000000000003
1.44,2.57,1.0,11.970000000000029
1.44,2.57,1.02,12.05000000000003
1.44,2.57,1.04,12.29000000000003
1.44,2.57,1.06,12.69000000000003
1.44,2.57,1.08,13.250000000000032
1.44,2.57,1.1,13.970000000000033
1.44,2.58,0.9,13.72000000000002
1.44,2.58,0.92,13.000000000000021
1.44,2.58,0.9400000000000001,12.44000000000002
1.44,2.58,0.9600000000000001,12.04000000000002
1.44,2.58,0.9800000000000001,11.800000000000022
1.44,2.58,1.0,11.720000000000022
1.44,2.58,1.02,11.800000000000022
1.44,2.58,1.04,12.040000000000022
1.44,2.58,1.06,12.440000000000023
1.44,2.58,1.08,13.000000000000025
1.44,2.58,1.1,13.720000000000026
1.44,2.59,0.9,13.570000000000022
1.44,2.59,0.92,12.850000000000023
1.44,2.59,0.9400000000000001,12.290000000000022
1.44,2.59,0.9600000000000001,11.890000000000022
1.44,2.59,0.9800000000000001,11.650000000000023
1.44,2.59,1.0,11.570000000000023
1.44,2.59,1.02,11.650000000000023
1.44,2.59,1.04,11.890000000000024
1.44,2.59,1.06,12.290000000000024
1.44,2.59,1.08,12.850000000000026
1.44,2.59,1.1,13.570000000000027
1.44,2.5999999999999996,0.9,13.520000000000021
1.44,2.5999999999999996,0.92,12.80000000000002
1.44,2.5999999999999996,0.9400000000000001,12.24000000000002
1.44,2.5999999999999996,0.9600000000000001,11.84000000000002
1.44,2.5999999999999996,0.9800000000000001,11.600000000000021
1.44,2.5999999999999996,1.0,11.520000000000021
1.44,2.5999999999999996,1.02,11.600000000000021
1.44,2.5999999999999996,1.04,11.840000000000021
1.44,2.5999999999999996,1.06,12.240000000000022
1.44,2.5999999999999996,1.08,12.800000000000024
1.44,2.5999999999999996,1.1,13.520000000000024
1.44,2.61,0.9,13.570000000000018
1.44,2.61,0.92,12.850000000000017
1.44,2.61,0.9400000000000001,12.290000000000017
1.44,2.61,0.9600000000000001,11.890000000000017
1.44,2.61,0.9800000000000001,11.650000000000018
1.44,2.61,1.0,11.570000000000018
1.44,2.61,1.02,11.650000000000018
1.44,2.61,1.04,11.890000000000018
1.44,2.61,1.06,12.290000000000019
1.44,2.61,1.08,12.850000000000021
1.44,2.61,1.1,13.570000000000022
1.44,2.62,0.9,13.72000000000002
1.44,2.62,0.92,13.000000000000021
1.44,2.62,0.9400000000000001,12.44000000000002
1.44,2.62,0.9600000000000001,12.04000000000002
1.44,2.62,0.9800000000000001,11.800000000000022
1.44,2.62,1.0,11.720000000000022
1.44,2.62,1.02,11.800000000000022
1.44,2.62,1.04,12.040000000000022
1.44,2.62,1.06,12.440000000000023
1.44,2.62,1.08,13.000000000000025
1.44,2.62,1.1,13.720000000000026
1.44,2.63,0.9,13.970000000000013
1.44,2.63,0.92,13.250000000000014
1.44,2.63,0.9400000000000001,12.690000000000014
1.44,2.63,0.9600000000000001,12.290000000000013
1.44,2.63,0.9800000000000001,12.050000000000015
1.44,2.63,1.0,11.970000000000015
1.44,2.63,1.02,12.050000000000015
1.44,2.63,1.04,12.290000000000015
1.44,2.63,1.06,12.690000000000015
1.44,2.63,1.08,13.250000000000018
1.44,2.63,1.1,13.970000000000018
1.44,2.6399999999999997,0.9,14.320000000000004
1.44,2.6399999999999997,0.92,13.600000000000003
1.44,2.6399999999999997,0.9400000000000001,13.040000000000003
1.44,2.6399999999999997,0.9600000000000001,12.640000000000002
1.44,2.6399999999999997,0.9800000000000001,12.400000000000004
1.44,2.6399999999999997,1.0,12.320000000000004
1.44,2.6399999999999997,1.02,12.400000000000004
1.44,2.6399999999999997,1.04,12.640000000000004
1.44,2.6399999999999997,1.06,13.040000000000004
1.44,2.6399999999999997,1.08,13.600000000000007
1.44,2.6399999999999997,1.1,14.320000000000007
1.44,2.65,0.9,14.77000000000001
1.44,2.65,0.92,14.050000000000011
1.44,2.65,0.9400000000000001,13.49000000000001
1.44,2.65,0.9600000000000001,13.09000000000001
1.44,2.65,0.9800000000000001,12.850000000000012
1.44,2.65,1.0,12.770000000000012
1.44,2.65,1.02,12.850000000000012
1.44,2.65,1.04,13.090000000000012
1.44,2.65,1.06,13.490000000000013
1.44,2.65,1.08,14.050000000000015
1.44,2.65,1.1,14.770000000000016
1.44,2.6599999999999997,0.9,15.319999999999997
1.44,2.6599999999999997,0.92,14.599999999999996
1.44,2.6599999999999997,0.9400000000000001,14.039999999999996
1.44,2.6599999999999997,0.9600000000000001,13.639999999999995
1.44,2.6599999999999997,0.9800000000000001,13.399999999999997
1.44,2.6599999999999997,1.0,13.319999999999997
