N,x_resid_ln_fs8
-3.8057854124858452,-0.0006060726145438455
-3.8049218351288028,-0.0006058757493525302
-3.8040582577717603,-0.0006056782030233951
-3.8031946804147183,-0.0006054799764739424
-3.802331103057676,-0.0006052810706163245
-3.8014675257006334,-0.0006050814863671344
-3.800603948343591,-0.0006048812246358809
-3.7997403709865485,-0.0006046802863373807
-3.798876793629506,-0.0006044786723775689
-3.7980132162724636,-0.0006042763836695067
-3.797149638915421,-0.0006040734211173529
-3.796286061558379,-0.0006038697856288189
-3.7954224842013367,-0.0006036654781098605
-3.794558906844294,-0.0006034604994628601
-3.7936953294872517,-0.0006032548505910951
-3.7928317521302093,-0.0006030485323969478
-3.791968174773167,-0.000602841545780157
-3.7911045974161244,-0.0006026338916395521
-3.7902410200590824,-0.0006024255708730747
-3.78937744270204,-0.000602216584378687
-3.7885138653449975,-0.0006020069330507777
-3.787650287987955,-0.0006017966177846237
-3.7867867106309125,-0.0006015856394728583
-3.78592313327387,-0.0006013739990072056
-3.7850595559168276,-0.0006011616972789458
-3.784195978559785,-0.0006009487351780474
-3.783332401202743,-0.0006007351135922379
-3.7824688238457007,-0.0006005208334079193
-3.7816052464886583,-0.0006003058955141513
-3.780741669131616,-0.0006000903007924649
-3.7798780917745733,-0.000599874050128367
-3.779014514417531,-0.0005996571444051441
-3.7781509370604884,-0.0005994395845012185
-3.777287359703446,-0.0005992213713003208
-3.776423782346404,-0.0005990025056795203
-3.7755602049893615,-0.0005987829885172394
-3.774696627632319,-0.000598562820689659
-3.7738330502752766,-0.0005983420030725162
-3.772969472918234,-0.0005981205365397924
-3.7721058955611917,-0.0005978984219658923
-3.7712423182041492,-0.0005976756602212308
-3.7703787408471072,-0.0005974522521788803
-3.7695151634900648,-0.0005972281987057168
-3.7686515861330223,-0.0005970035006717042
-3.76778800877598,-0.00059677815894503
-3.7669244314189374,-0.0005965521743907937
-3.766060854061895,-0.0005963255478749624
-3.7651972767048525,-0.0005960982802603945
-3.76433369934781,-0.0005958703724104134
-3.763470121990768,-0.000595641825186545
-3.7626065446337256,-0.0005954126394503156
-3.761742967276683,-0.0005951828160597195
-3.7608793899196407,-0.000594952355873174
-3.760015812562598,-0.0005947212597482154
-3.7591522352055557,-0.0005944895285397087
-3.7582886578485133,-0.0005942571631043156
-3.757425080491471,-0.0005940241642942365
-3.756561503134429,-0.0005937905329625598
-3.7556979257773864,-0.0005935562699597302
-3.754834348420344,-0.0005933213761375039
-3.7539707710633015,-0.0005930858523436403
-3.753107193706259,-0.0005928496994268076
-3.7522436163492165,-0.000592612918233433
-3.751380038992174,-0.0005923755096099437
-3.750516461635132,-0.0005921374744014551
-3.7496528842780896,-0.0005918988134490655
-3.748789306921047,-0.0005916595275974323
-3.7479257295640047,-0.0005914196176858774
-3.7470621522069623,-0.0005911790845568518
-3.74619857484992,-0.0005909379290470126
-3.7453349974928773,-0.0005906961519961257
-3.744471420135835,-0.0005904537542395366
-3.743607842778793,-0.0005902107366139026
-3.7427442654217504,-0.000589967099952772
-3.741880688064708,-0.0005897228450901584
-3.7410171107076655,-0.0005894779728591662
-3.740153533350623,-0.0005892324840897911
-3.7392899559935806,-0.0005889863796124939
-3.738426378636538,-0.000588739660255938
-3.7375628012794957,-0.0005884923268496822
-3.7366992239224537,-0.0005882443802183931
-3.7358356465654112,-0.0005879958211885347
-3.7349720692083688,-0.0005877466505852177
-3.7341084918513263,-0.0005874968692317767
-3.733244914494284,-0.0005872464779502345
-3.7323813371372414,-0.0005869954775625935
-3.731517759780199,-0.0005867438688881912
-3.730654182423157,-0.0005864916527463862
-3.7297906050661145,-0.0005862388299556279
-3.728927027709072,-0.0005859854013325894
-3.7280634503520296,-0.0005857313676935205
-3.727199872994987,-0.0005854767298524299
-3.7263362956379447,-0.0005852214886242213
-3.725472718280902,-0.0005849656448202387
-3.7246091409238598,-0.0005847091992527351
-3.7237455635668177,-0.0005844521527321664
-3.7228819862097753,-0.0005841945060685444
-3.722018408852733,-0.0005839362600687931
-3.7211548314956904,-0.0005836774155407037
-3.720291254138648,-0.0005834179732911796
-3.7194276767816055,-0.0005831579341240359
-3.718564099424563,-0.0005828972988439554
-3.7177005220675206,-0.0005826360682547327
-3.7168369447104785,-0.0005823742431570744
-3.715973367353436,-0.0005821118243516665
-3.7151097899963936,-0.0005818488126396459
-3.714246212639351,-0.0005815852088185899
-3.7133826352823087,-0.0005813210136860966
-3.7125190579252663,-0.0005810562280388551
-3.711655480568224,-0.0005807908526731104
-3.710791903211182,-0.0005805248883824637
-3.7099283258541393,-0.0005802583359609398
-3.709064748497097,-0.0005799911962007867
-3.7082011711400544,-0.0005797234698929413
-3.707337593783012,-0.0005794551578274312
-3.7064740164259695,-0.0005791862607947285
-3.705610439068927,-0.0005789167795817729
-3.7047468617118846,-0.0005786467149759278
-3.7038832843548426,-0.0005783760677627869
-3.7030197069978,-0.0005781048387292695
-3.7021561296407577,-0.0005778330286569863
-3.7012925522837152,-0.0005775606383301921
-3.7004289749266728,-0.0005772876685309208
-3.6995653975696303,-0.0005770141200394513
-3.698701820212588,-0.000576739993635153
-3.6978382428555454,-0.0005764652900982839
-3.6969746654985034,-0.0005761900102051257
-3.696111088141461,-0.0005759141547332716
-3.6952475107844185,-0.0005756377244580946
-3.694383933427376,-0.0005753607201541
-3.6935203560703336,-0.0005750831425957725
-3.692656778713291,-0.0005748049925549392
-3.6917932013562487,-0.000574526270802532
-3.6909296239992067,-0.0005742469781103918
-3.690066046642164,-0.00057396711524723
