omega0,Q,alpha,kind,A,dA_over_A
0.4166666666666667,0.43333333333333335,0.09333333333333334,boost,0.011121285755219814,0.0453496709227883
0.4166666666666667,0.43333333333333335,0.12,boost,0.011259133450251934,0.058306719757870926
0.4166666666666667,0.43333333333333335,0.14666666666666667,boost,0.01139698114528405,0.07126376859295307
0.4166666666666667,0.43333333333333335,0.17333333333333334,boost,0.011534828840316168,0.08422081742803553
0.4166666666666667,0.43333333333333335,0.2,boost,0.011672676535348288,0.09717786626311815
0.4166666666666667,0.4666666666666667,0.04,boost,0.010836228515249962,0.01855560245307181
0.4166666666666667,0.4666666666666667,0.06666666666666667,boost,0.01096783497701167,0.030926004088453123
0.4166666666666667,0.4666666666666667,0.09333333333333334,boost,0.011099441438773377,0.04329640572383427
0.4166666666666667,0.4666666666666667,0.12,boost,0.011231047900535085,0.055666807359215593
0.4166666666666667,0.4666666666666667,0.14666666666666667,boost,0.011362654362296793,0.0680372089945969
0.4166666666666667,0.4666666666666667,0.17333333333333334,boost,0.0114942608240585,0.08040761062997806
0.4166666666666667,0.4666666666666667,0.2,boost,0.011625867285820206,0.09277801226535921
0.4166666666666667,0.5,0.04,boost,0.010827677893342979,0.01775188335139731
0.4166666666666667,0.5,0.06666666666666667,boost,0.010953583940500031,0.029586472252329014
0.4166666666666667,0.5,0.09333333333333334,boost,0.011079489987657083,0.04142106115326055
0.4166666666666667,0.5,0.12,boost,0.011205396034814134,0.0532556500541921
0.4166666666666667,0.5,0.14666666666666667,boost,0.011331302081971186,0.0650902389551238
0.4166666666666667,0.5,0.17333333333333334,boost,0.011457208129128238,0.07692482785605534
0.4166666666666667,0.5,0.2,boost,0.01158311417628529,0.08875941675698704
0.45,0.3,0.04,boost,0.010910017704016797,0.025491446553549724
0.45,0.3,0.06666666666666667,boost,0.011090816958289727,0.042485744255916155
0.45,0.3,0.09333333333333334,boost,0.011271616212562657,0.05948004195828258
0.45,0.3,0.12,boost,0.011452415466835585,0.07647433966064884
0.45,0.3,0.14666666666666667,boost,0.011633214721108516,0.09346863736301544
0.45,0.3,0.17333333333333334,boost,0.011814013975381447,0.11046293506538203
0.45,0.3,0.2,boost,0.011994813229654377,0.12745723276774845
0.45,0.3333333333333333,0.04,boost,0.010896286040455004,0.024200733384093936
0.45,0.3333333333333333,0.06666666666666667,boost,0.011067930852353402,0.040334555640156235
0.45,0.3333333333333333,0.09333333333333334,boost,0.011239575664251803,0.056468377896218856
0.45,0.3333333333333333,0.12,boost,0.011411220476150204,0.07260220015228147
0.45,0.3333333333333333,0.14666666666666667,boost,0.011582865288048604,0.08873602240834394
0.45,0.3333333333333333,0.17333333333333334,boost,0.011754510099947007,0.10486984466440673
0.45,0.3333333333333333,0.2,boost,0.011926154911845406,0.12100366692046918
0.45,0.36666666666666664,0.04,boost,0.010883810604468407,0.023028099824427804
0.45,0.36666666666666664,0.06666666666666667,boost,0.011047138459042408,0.038380166374046176
0.45,0.36666666666666664,0.09333333333333334,boost,0.011210466313616415,0.05373223292366504
0.45,0.36666666666666664,0.12,boost,0.011373794168190416,0.06908429947328341
0.45,0.36666666666666664,0.14666666666666667,boost,0.01153712202276442,0.08443636602290194
0.45,0.36666666666666664,0.17333333333333334,boost,0.011700449877338424,0.09978843257252064
0.45,0.36666666666666664,0.2,boost,0.011863777731912427,0.11514049912213918
0.45,0.4,0.04,boost,0.010872449453021116,0.021960203882526078
0.45,0.4,0.06666666666666667,boost,0.01102820320663026,0.03660033980421019
0.45,0.4,0.09333333333333334,boost,0.011183956960239404,0.05124047572589429
0.45,0.4,0.12,boost,0.011339710713848547,0.0658806116475784
0.45,0.4,0.14666666666666667,boost,0.011495464467457691,0.0805207475692625
0.45,0.4,0.17333333333333334,boost,0.011651218221066835,0.0951608834909466
0.45,0.4,0.2,boost,0.011806971974675977,0.10980101941263055
0.45,0.43333333333333335,0.04,boost,0.010862073486606203,0.020984910798968297
0.45,0.43333333333333335,0.06666666666666667,boost,0.01101090992927207,0.03497485133161377
0.45,0.43333333333333335,0.09333333333333334,boost,0.01115974637193794,0.048964791864259574
0.45,0.43333333333333335,0.12,boost,0.011308582814603809,0.06295473239690522
0.45,0.43333333333333335,0.14666666666666667,boost,0.011457419257269678,0.07694467292955086
0.45,0.43333333333333335,0.17333333333333334,boost,0.011606255699935545,0.09093461346219633
0.45,0.43333333333333335,0.2,boost,0.011755092142601412,0.10492455399484181
0.45,0.4666666666666667,0.04,boost,0.010852568280440178,0.020091465170791353
0.45,0.4666666666666667,0.06666666666666667,boost,0.010995067918995363,0.033485775284652367
0.45,0.4666666666666667,0.09333333333333334,boost,0.011137567557550547,0.04688008539851321
0.45,0.4666666666666667,0.12,boost,0.011280067196105732,0.06027439551237422
