z,fs8_pred,fs8_fit,fs8_pred_ocean,fs8_lcdm_repaired,fs8_model_repaired,R_res
0.746453467258259,0.0,0.4511184112730494,0.4518794641990009,0.4511184112730494,0.4518794641990009,0.9983158054608644
0.7368384482028456,0.0,0.4511184112730494,0.4526249336682741,0.4511184112730494,0.4526249336682741,0.9966715877028356
0.7272763641916054,0.0,0.4511184112730494,0.4533511039640924,0.4511184112730494,0.4533511039640924,0.9950751356475801
0.7177669237930928,0.0,0.4511184112730494,0.4540577319721238,0.4511184112730494,0.4540577319721238,0.9935265485155205
0.7083098371803251,0.0,0.4511184112730494,0.4547445772489291,0.4511184112730494,0.4547445772489291,0.9920259280543444
0.6989048161219482,0.0,0.4511184112730494,0.4554111006262646,0.4511184112730494,0.4554111006262646,0.9905740344332581
0.6895515739734526,0.0,0.4511184112730494,0.4560573383833651,0.4511184112730494,0.4560573383833651,0.9891703812335896
0.6802498256684364,0.0,0.4511184112730494,0.4566830771915136,0.4511184112730494,0.4566830771915136,0.987815038050708
0.6709992877099189,0.0,0.4511184112730494,0.4572880888250949,0.4511184112730494,0.4572880888250949,0.9865081166494033
0.6617996781616973,0.0,0.4511184112730494,0.4578721484487871,0.4511184112730494,0.4578721484487871,0.9852497313963767
0.6526507166397575,0.0,0.4511184112730494,0.4584347381871934,0.4511184112730494,0.4584347381871934,0.9840406358752933
0.6435521243037245,0.0,0.4511184112730494,0.458975869428486,0.4511184112730494,0.458975869428486,0.9828804547715752
0.6345036238483677,0.0,0.4511184112730494,0.4594953840447356,0.4511184112730494,0.4594953840447356,0.9817691905891471
0.6255049394951473,0.0,0.4511184112730494,0.459993072330949,0.4511184112730494,0.459993072330949,0.9807069680138257
0.6165557969838091,0.0,0.4511184112730494,0.4604687286848029,0.4511184112730494,0.4604687286848029,0.9796939144196394
0.6076559235640266,0.0,0.4511184112730494,0.4609218678342249,0.4511184112730494,0.4609218678342249,0.9787307627489235
0.5988050479870877,0.0,0.4511184112730494,0.4613524658474953,0.4511184112730494,0.4613524658474953,0.977817275657894
0.5900029004976268,0.0,0.4511184112730494,0.4617604298589476,0.4511184112730494,0.4617604298589476,0.9769533769076987
0.5812492128254052,0.0,0.4511184112730494,0.4621455722438452,0.4511184112730494,0.4621455722438452,0.9761392045427247
0.5725437181771325,0.0,0.4511184112730494,0.4625077101666218,0.4511184112730494,0.4625077101666218,0.9753748993947164
0.5638861512283373,5.896129422192662e-08,0.4511184112730494,0.4628464020216726,0.4511184112730494,0.4628464020216726,0.9746611603819402
0.5552762481152793,2.930935331375119e-07,0.4511184112730494,0.4631615786492861,0.4511184112730494,0.4631615786492861,0.9739979136193506
0.5467137464269081,2.814649051492205e-07,0.4511184112730494,0.4634532218428499,0.4511184112730494,0.4634532218428499,0.9733849933748372
0.5381983851968652,2.697778805198325e-07,0.4511184112730494,0.4637211694481392,0.4511184112730494,0.4637211694481392,0.9728225515559534
0.5297299048955306,2.6365893148364264e-07,0.4511184112730494,0.4639652647411107,0.4511184112730494,0.4639652647411107,0.9723107429707486
0.5213080474221121,2.592804010440263e-07,0.4511184112730494,0.4641851203314541,0.4511184112730494,0.4641851203314541,0.9718502199099481
0.5129325560967801,2.5564424568285655e-07,0.4511184112730494,0.4643806126707178,0.4511184112730494,0.4643806126707178,0.9714410958687625
0.5046031756528435,2.523920082638863e-07,0.4511184112730494,0.4645518066835004,0.4511184112730494,0.4645518066835004,0.971083105872833
0.4963196522289708,2.4936815767427544e-07,0.4511184112730494,0.4646985688076117,0.4511184112730494,0.4646985688076117,0.9707764162704264
0.4880817333614513,2.464959770076449e-07,0.4511184112730494,0.4648207714870158,0.4511184112730494,0.4648207714870158,0.9705211964385091
0.4798891679765029,2.437338765243045e-07,0.4511184112730494,0.4649180913137582,0.4511184112730494,0.4649180913137582,0.970318040320363
0.4717417063826177,2.4105757993078483e-07,0.4511184112730494,0.4649903421545264,0.4511184112730494,0.4649903421545264,0.9701672709648085
0.4636391002629534,2.384520553262593e-07,0.4511184112730494,0.465037679363315,0.4511184112730494,0.465037679363315,0.9700685155032545
0.4555811026677643,2.359075274297885e-07,0.4511184112730494,0.4650600007254749,0.4511184112730494,0.4650600007254749,0.9700219553806452
0.4475674680068753,2.334173362123445e-07,0.4511184112730494,0.4650572105248418,0.4511184112730494,0.4650572105248418,0.970027775214878
0.4395979520421968,2.3097676007932638e-07,0.4511184112730494,0.46502905806398,0.4511184112730494,0.46502905806398,0.9700864998655273
0.4316723118802805,1.6776904877035816e-07,0.4511184112730494,0.4649752875931217,0.4511184112730494,0.4649752875931217,0.9701986821884655
0.423790305964917,5.0978101965557954e-08,0.4511184112730494,0.4648961507920416,0.4511184112730494,0.4648961507920416,0.9703638339540581
