tau,omega,sigma_ratio_1e9,sigma_ratio_1e10,sigma_ratio_1e11,score
0.06521739130434782,0.14782608695652175,0.614887223792098,0.7495283402861764,0.8841748563441351,2.27998399940685
0.07130434782608695,0.12695652173913044,0.6151909926029189,0.7497239013918262,0.8840904949088091,2.288902985241886
0.05304347826086957,0.1826086956521739,0.6134956113869195,0.7484018912070642,0.8840557538595369,2.289773672348404
0.06217391304347826,0.1582608695652174,0.6141855579040971,0.7488673531757168,0.8838505454603929,2.311412886357617
0.05608695652173913,0.1756521739130435,0.6133934500419272,0.7482060638950502,0.8837244819093066,2.3228272628831474
0.059130434782608696,0.16869565217391305,0.6131118057698929,0.7478214604995551,0.8832763609546893,2.367312552173308
0.06826086956521739,0.1408695652173913,0.6139059950684531,0.7484288594742033,0.883276527225537,2.3685152105339338
0.07130434782608695,0.13043478260869565,0.6139911812345361,0.7484603272683124,0.8831934467921329,2.376972007713005
0.06521739130434782,0.15130434782608695,0.6134618999705944,0.7480294145519272,0.8831183054673308,2.383692790690197
0.05,0.19304347826086957,0.6115441076840267,0.7464134972163673,0.8828717163230029,2.405426065273697
0.07434782608695652,0.12,0.6137293075964694,0.7481356171276827,0.8828741611590282,2.4085710431035183
0.05304347826086957,0.18608695652173912,0.6116929812746674,0.7464962223939476,0.8827203195676235,2.4208482204042676
0.06217391304347826,0.1617391304347826,0.6126518061026975,0.7472532699461977,0.8827143437253353,2.42293755066884
0.05608695652173913,0.1791304347826087,0.611672027343452,0.7463896352592528,0.8824491881810923,2.4480013598251547
0.06826086956521739,0.1443478260869565,0.6125718030956471,0.7470230201629293,0.8822790370881741,2.4664446898482004
0.07130434782608695,0.13391304347826086,0.6127687333294713,0.7471711012523393,0.882275226879868,2.4671282027793735
0.059130434782608696,0.17217391304347826,0.6114752830095258,0.7460957945705339,0.8820609712722342,2.4866147263493694
0.06521739130434782,0.1547826086956522,0.6120180937607145,0.7465081423747862,0.8820415149354669,2.489401542408644
0.07434782608695652,0.12347826086956522,0.6126192259793078,0.7469630985795124,0.8820349240691095,2.490983526039459
0.06217391304347826,0.16521739130434782,0.6111023528667467,0.7456190302223364,0.8815585045514706,2.5364059665995935
0.05,0.1965217391304348,0.6096632301370486,0.7444107217359383,0.8814586268389761,2.5441587380351063
0.05304347826086957,0.18956521739130436,0.6098839751219096,0.7445774003865975,0.8813669034863839,2.553714355010947
0.07130434782608695,0.1373913043478261,0.6115243552112427,0.7458568495648884,0.8813360722024659,2.5593488935588438
0.06826086956521739,0.14782608695652175,0.6112176172803064,0.7455937076036823,0.8812610576074531,2.5663969230538495
0.05608695652173913,0.1826086956521739,0.609940986213817,0.7445576829644365,0.8811554040536936,2.5750132568927144
0.07434782608695652,0.12695652173913044,0.6114856755127875,0.7457643118175499,0.8811743904121928,2.575494457359697
0.06521739130434782,0.1582608695652174,0.6105566699617045,0.7449652881905376,0.8809447686030609,2.59708312708746
0.059130434782608696,0.1756521739130435,0.6098263609456065,0.7443525578436175,0.8808266430031764,2.607795529616916
0.06217391304347826,0.16869565217391305,0.6095381380116933,0.7439654666798294,0.8803833356429223,2.651788732573889
0.07130434782608695,0.1408695652173913,0.6102587621412655,0.7445182080946283,0.8803762248887252,2.6536109064906204
0.07434782608695652,0.13043478260869565,0.6103292943264579,0.7445398261630659,0.8802927796524006,2.662082817574346
0.06826086956521739,0.15130434782608695,0.6098442305389655,0.7441416253500245,0.8802228540097999,2.6683465402990914
0.05,0.2,0.6077808895258946,0.7423985890416948,0.8800285197968841,2.6845936622682287
0.05304347826086957,0.19304347826086957,0.6080697188459686,0.7426464423659186,0.8799958770935109,2.6883365806042683
0.07739130434782608,0.12,0.6100671726060187,0.7442177140393454,0.8799774623666501,2.6932846045852292
0.05608695652173913,0.18608695652173912,0.6082013969266629,0.74271116542225,0.8798434809425826,2.7038293779926907
0.06521739130434782,0.1617391304347826,0.6090784975405612,0.7434016231963698,0.8798283551252452,2.7067099436908846
0.059130434782608696,0.1791304347826087,0.6081660469142087,0.7425926483503922,0.8795737078127798,2.7308232655751183
0.07130434782608695,0.1443478260869565,0.6089726776521214,0.7431558219126003,0.8793959320800718,2.7498905789437247
0.07434782608695652,0.13391304347826086,0.6091507304278598,0.743290221117246,0.8793903163692194,2.750727090103386
0.06217391304347826,0.17217391304347826,0.6079601020484663,0.7422934166663973,0.8791891492926345,2.7690559898051816
0.06826086956521739,0.1547826086956522,0.6084524419018656,0.7426674848084004,0.8791646963953611,2.7722676935339576
0.07739130434782608,0.12347826086956522,0.6089966022150243,0.743080923770846,0.8791525461632795,2.7743223594450255
0.06521739130434782,0.16521739130434782,0.6075844487681067,0.7418179247258867,0.878692567852157,2.818253926934452
0.05304347826086957,0.1965217391304348,0.6062513254182585,0.7407043624377756,0.8786076158156955,2.8246789896473095
0.05608695652173913,0.18956521739130436,0.6064543219204913,0.7408510407917345,0.8785137744196271,2.834415721302186
0.07434782608695652,0.1373913043478261,0.6079506411197444,0.7420160859323297,0.8784672301792553,2.8414052682572173
0.07130434782608695,0.14782608695652175,0.6076668328744034,0.7417703447802371,0.8783954458430167,2.8481637669973976
0.059130434782608696,0.1826086956521739,0.606495344601269,0.7408169661966671,0.8783025016962729,2.8556658004635134
0.07739130434782608,0.12695652173913044,0.6079031016632774,0.7419184502443472,0.8783066581094036,2.857426876839265
0.06826086956521739,0.1582608695652174,0.6070430557449692,0.7411720046790912,0.8780868596407375,2.878134065126215
0.06217391304347826,0.1756521739130435,0.6063691852227346,0.7406037215035065,0.8779762622662859,2.8881774325134595
