tau,omega,supp_1e9,supp_1e10,supp_1e11
1.15,0.2966666666666667,,,
1.15,0.31833333333333336,,,
1.15,0.34,,,
1.15,0.3616666666666667,,,
1.15,0.38333333333333336,,,
1.15,0.405,,,
1.15,0.4266666666666667,,,
1.15,0.44833333333333336,,,
1.15,0.47000000000000003,,,
1.15,0.4916666666666667,,,
1.15,0.5133333333333333,,,
1.15,0.535,,,
1.15,0.5566666666666666,,,
1.15,0.5783333333333334,,,
1.15,0.6,,,
1.2,0.08,,,
1.2,0.10166666666666667,,,
1.2,0.12333333333333334,,,
1.2,0.14500000000000002,,,
1.2,0.16666666666666669,,,
1.2,0.18833333333333335,,,
1.2,0.21000000000000002,,,
1.2,0.2316666666666667,,,
1.2,0.25333333333333335,,,
1.2,0.275,,,
1.2,0.2966666666666667,,,
1.2,0.31833333333333336,,,
1.2,0.34,,,
1.2,0.3616666666666667,,,
1.2,0.38333333333333336,,,
1.2,0.405,,,
1.2,0.4266666666666667,,,
1.2,0.44833333333333336,,,
1.2,0.47000000000000003,,,
1.2,0.4916666666666667,,,
1.2,0.5133333333333333,,,
1.2,0.535,,,
1.2,0.5566666666666666,,,
1.2,0.5783333333333334,,,
1.2,0.6,,,
