x_m,m_exponent,h_m
0.22499999999999998,2,0.0008099999999999998
0.22727272727272727,2,0.0008264462809917355
0.22954545454545452,2,0.0008430578512396693
0.2318181818181818,2,0.0008598347107438016
0.23409090909090907,2,0.0008767768595041322
0.23636363636363636,2,0.0008938842975206612
0.23863636363636362,2,0.0009111570247933884
0.2409090909090909,2,0.0009285950413223141
0.24318181818181817,2,0.0009461983471074379
0.24545454545454545,2,0.0009639669421487604
0.2477272727272727,2,0.000981900826446281
0.25,2,0.001
0.25227272727272726,2,0.0010182644628099174
0.2545454545454545,2,0.0010366942148760327
0.2568181818181818,2,0.0010552892561983467
0.2590909090909091,2,0.0010740495867768596
0.26136363636363635,2,0.00109297520661157
0.2636363636363636,2,0.0011120661157024792
0.2659090909090909,2,0.0011313223140495866
0.2681818181818182,2,0.0011507438016528926
0.27045454545454545,2,0.0011703305785123966
0.2727272727272727,2,0.001190082644628099
0.27499999999999997,2,0.0012099999999999997
0.2772727272727273,2,0.0012300826446280993
0.27954545454545454,2,0.0012503305785123966
0.2818181818181818,2,0.0012707438016528925
0.28409090909090906,2,0.0012913223140495864
0.2863636363636364,2,0.0013120661157024797
0.28863636363636364,2,0.0013329752066115704
0.2909090909090909,2,0.0013540495867768595
0.29318181818181815,2,0.0013752892561983469
0.2954545454545454,2,0.0013966942148760327
0.29772727272727273,2,0.0014182644628099176
0.3,2,0.0014399999999999999
0.30227272727272725,2,0.0014619008264462807
0.3045454545454545,2,0.00148396694214876
0.3068181818181818,2,0.001506198347107438
0.3090909090909091,2,0.001528595041322314
0.31136363636363634,2,0.001551157024793388
0.3136363636363636,2,0.0015738842975206609
0.3159090909090909,2,0.0015967768595041324
0.3181818181818182,2,0.0016198347107438016
0.32045454545454544,2,0.0016430578512396693
0.3227272727272727,2,0.0016664462809917353
0.325,2,0.00169
0.32727272727272727,2,0.001713719008264463
0.32954545454545453,2,0.001737603305785124
0.3318181818181818,2,0.0017616528925619831
0.33409090909090905,2,0.001785867768595041
0.33636363636363636,2,0.0018102479338842977
0.3386363636363636,2,0.001834793388429752
0.3409090909090909,2,0.0018595041322314048
0.34318181818181814,2,0.0018843801652892558
0.34545454545454546,2,0.0019094214876033057
0.3477272727272727,2,0.0019346280991735536
0.35,2,0.00196
0.35227272727272724,2,0.0019855371900826444
0.35454545454545455,2,0.002011239669421488
0.3568181818181818,2,0.002037107438016529
0.35909090909090907,2,0.0020631404958677685
0.36136363636363633,2,0.002089338842975206
0.36363636363636365,2,0.002115702479338843
0.3659090909090909,2,0.0021422314049586774
0.36818181818181817,2,0.0021689256198347104
0.3704545454545454,2,0.0021957851239669418
0.3727272727272727,2,0.0022228099173553714
0.375,2,0.0022500000000000003
0.37727272727272726,2,0.002277355371900826
0.3795454545454545,2,0.0023048760330578507
0.3818181818181818,2,0.002332561983471074
0.3840909090909091,2,0.0023604132231404957
0.38636363636363635,2,0.0023884297520661156
0.3886363636363636,2,0.0024166115702479334
0.3909090909090909,2,0.00244495867768595
0.3931818181818182,2,0.0024734710743801657
0.39545454545454545,2,0.0025021487603305785
0.3977272727272727,2,0.00253099173553719
0.39999999999999997,2,0.0025599999999999998
0.4022727272727272,2,0.002589173553719008
0.40454545454545454,2,0.0026185123966942147
0.4068181818181818,2,0.0026480165289256194
0.40909090909090906,2,0.002677685950413223
0.4113636363636363,2,0.0027075206611570242
0.41363636363636364,2,0.0027375206611570248
0.4159090909090909,2,0.002767685950413223
0.41818181818181815,2,0.0027980165289256194
0.4204545454545454,2,0.0028285123966942144
0.42272727272727273,2,0.002859173553719008
0.425,2,0.0028899999999999998
0.42727272727272725,2,0.0029209917355371897
0.4295454545454545,2,0.002952148760330578
0.4318181818181818,2,0.0029834710743801653
0.4340909090909091,2,0.0030149586776859506
0.43636363636363634,2,0.003046611570247934
0.4386363636363636,2,0.0030784297520661153
0.44090909090909086,2,0.0031104132231404955
0.4431818181818182,2,0.0031425619834710744
0.44545454545454544,2,0.003174876033057851
0.4477272727272727,2,0.003207355371900826
0.44999999999999996,2,0.0032399999999999994
0.45227272727272727,2,0.003272809917355372
0.45454545454545453,2,0.003305785123966942
0.4568181818181818,2,0.0033389256198347104
0.45909090909090905,2,0.003372231404958677
0.46136363636363636,2,0.003405702479338843
0.4636363636363636,2,0.0034393388429752062
0.4659090909090909,2,0.0034731404958677683
0.46818181818181814,2,0.0035071074380165286
0.47045454545454546,2,0.0035412396694214877
0.4727272727272727,2,0.0035755371900826447
0.475,2,0.00361
0.47727272727272724,2,0.0036446280991735535
0.4795454545454545,2,0.003679421487603305
0.4818181818181818,2,0.0037143801652892564
0.48409090909090907,2,0.0037495041322314045
0.48636363636363633,2,0.0037847933884297517
0.4886363636363636,2,0.003820247933884297
0.4909090909090909,2,0.0038558677685950416
0.49318181818181817,2,0.0038916528925619833
0.4954545454545454,2,0.003927603305785124
0.4977272727272727,2,0.003963719008264462
0.5,2,0.004
0.0,3,4e-08
0.0022727272727272726,3,4e-08
0.004545454545454545,3,4e-08
0.006818181818181818,3,4e-08
0.00909090909090909,3,4e-08
0.011363636363636364,3,4.6957175056348616e-08
0.013636363636363636,3,8.11419984973704e-08
0.015909090909090907,3,1.2885048835462055e-07
0.01818181818181818,3,1.923365890308039e-07
0.020454545454545454,3,2.738542449286251e-07
0.022727272727272728,3,3.7565740045078893e-07
0.024999999999999998,3,4.999999999999999e-07
0.02727272727272727,3,6.491359879789631e-07
0.029545454545454545,3,8.253193087903831e-07
0.031818181818181815,3,1.0308039068369644e-06
0.03409090909090909,3,1.267843726521412e-06
