freq2,pre,post,pct_change,run_dir
1.7,8.727272727272727,8.0,-8.333333333333325,sweep_runs/freq2_1p70
1.9,8.727272727272727,7.384615384615385,-15.384615384615374,sweep_runs/freq2_1p90
2.1,8.727272727272727,6.620689655172414,-24.137931034482754,sweep_runs/freq2_2p10
2.3,8.727272727272727,6.0,-31.249999999999993,sweep_runs/freq2_2p30
2.5,8.727272727272727,5.485714285714286,-37.14285714285714,sweep_runs/freq2_2p50
