z,fs8_pred,fs8_fit,fs8_pred_ocean,fs8_lcdm_repaired,fs8_model_repaired,R_res
0.746453467258259,0.0,0.4511184112730494,0.4495384376007795,0.4511184112730494,0.4495384376007795,1.0035146575689997
0.7368384482028456,0.0,0.4511184112730494,0.4502581849219085,0.4511184112730494,0.4502581849219085,1.0019105179649097
0.7272763641916054,0.0,0.4511184112730494,0.450958634157152,0.4511184112730494,0.450958634157152,1.0003543054812467
0.7177669237930928,0.0,0.4511184112730494,0.4516395458424386,0.4511184112730494,0.4516395458424386,0.9988461272397723
0.7083098371803251,0.0,0.4511184112730494,0.4523006832222657,0.4511184112730494,0.4523006832222657,0.9973860929397816
0.6989048161219482,0.0,0.4511184112730494,0.4529415085659826,0.4511184112730494,0.4529415085659826,0.995974982953748
0.6895515739734526,0.0,0.4511184112730494,0.4535620641976764,0.4511184112730494,0.4535620641976764,0.9946123075152908
0.6802498256684364,0.0,0.4511184112730494,0.4541621407301434,0.4511184112730494,0.4541621407301434,0.9932981435832572
0.6709992877099189,0.0,0.4511184112730494,0.4547415137679155,0.4511184112730494,0.4547415137679155,0.9920326110874601
0.6617996781616973,0.0,0.4511184112730494,0.4552999623376343,0.4511184112730494,0.4552999623376343,0.9908158326147982
0.6526507166397575,0.0,0.4511184112730494,0.4558369707435891,0.4511184112730494,0.4558369707435891,0.9896485810204414
0.6435521243037245,0.0,0.4511184112730494,0.4563525558218288,0.4511184112730494,0.4563525558218288,0.9885304804761016
0.6345036238483677,0.0,0.4511184112730494,0.4568465637348387,0.4511184112730494,0.4568465637348387,0.9874615397892892
0.6255049394951473,0.0,0.4511184112730494,0.4573187887560499,0.4511184112730494,0.4573187887560499,0.9864418920992376
0.6165557969838091,0.0,0.4511184112730494,0.4577690292865228,0.4511184112730494,0.4577690292865228,0.9854716732937591
0.6076559235640266,0.0,0.4511184112730494,0.4581968028810558,0.4511184112730494,0.4581968028810558,0.9845516346611352
0.5988050479870877,0.0,0.4511184112730494,0.4586020905693667,0.4511184112730494,0.4586020905693667,0.9836815412528406
0.5900029004976268,0.0,0.4511184112730494,0.4589848040046156,0.4511184112730494,0.4589848040046156,0.9828613220678933
0.5812492128254052,0.0,0.4511184112730494,0.4593447596522644,0.4511184112730494,0.4593447596522644,0.9820911239186825
0.5725437181771325,0.0,0.4511184112730494,0.4596817787841337,0.4511184112730494,0.4596817787841337,0.9813710964708356
0.5638861512283373,5.896129422192662e-08,0.4511184112730494,0.4599954231594618,0.4511184112730494,0.4599954231594618,0.9807019560641692
0.5552762481152793,2.930935331375119e-07,0.4511184112730494,0.4602856282153545,0.4511184112730494,0.4602856282153545,0.9800836342037254
0.5467137464269081,2.814649051492205e-07,0.4511184112730494,0.4605523803609472,0.4511184112730494,0.4605523803609472,0.9795159693225249
0.5381983851968652,2.697778805198325e-07,0.4511184112730494,0.460795521603101,0.4511184112730494,0.460795521603101,0.9789991224385491
0.5297299048955306,2.6365893148364264e-07,0.4511184112730494,0.4610148993874883,0.4511184112730494,0.4610148993874883,0.9785332575420285
0.5213080474221121,2.592804010440263e-07,0.4511184112730494,0.4612101301047541,0.4511184112730494,0.4612101301047541,0.9781190434186419
0.5129325560967801,2.5564424568285655e-07,0.4511184112730494,0.4613810945697715,0.4511184112730494,0.4613810945697715,0.9777566020421972
0.5046031756528435,2.523920082638863e-07,0.4511184112730494,0.4615278622795334,0.4511184112730494,0.4615278622795334,0.9774456715244219
0.4963196522289708,2.4936815767427544e-07,0.4511184112730494,0.4616503038592582,0.4511184112730494,0.4616503038592582,0.9771864276961039
0.4880817333614513,2.464959770076449e-07,0.4511184112730494,0.4617482959397632,0.4511184112730494,0.4617482959397632,0.9769790494947479
0.4798891679765029,2.437338765243045e-07,0.4511184112730494,0.4618215191777921,0.4511184112730494,0.4618215191777921,0.9768241464282608
0.4717417063826177,2.4105757993078483e-07,0.4511184112730494,0.4618697917079817,0.4511184112730494,0.4618697917079817,0.9767220532107675
0.4636391002629534,2.384520553262593e-07,0.4511184112730494,0.461893273266951,0.4511184112730494,0.461893273266951,0.9766723989771675
0.4555811026677643,2.359075274297885e-07,0.4511184112730494,0.4618918658064193,0.4511184112730494,0.4618918658064193,0.9766753750587046
0.4475674680068753,2.334173362123445e-07,0.4511184112730494,0.4618654777664168,0.4511184112730494,0.4618654777664168,0.9767311760442884
0.4395979520421968,2.3097676007932638e-07,0.4511184112730494,0.4618138626576412,0.4511184112730494,0.4618138626576412,0.9768403414244828
0.4316723118802805,1.6776904877035816e-07,0.4511184112730494,0.4617367690454044,0.4511184112730494,0.4617367690454044,0.9770034390063685
0.423790305964917,5.0978101965557954e-08,0.4511184112730494,0.4616344526527646,0.4511184112730494,0.4616344526527646,0.9772199814825666
