z,rho_bh,rho_de,rho_dm,w_proxy
2.275,0.00021225315027353323,1.0000000000087454,0.2999999999952436,-0.9999999999563269
2.25,0.0002136808983426916,1.0000000000090816,0.2999999999950608,-0.999999999955953
2.225,0.00021497164689526882,1.0000000000094231,0.2999999999948751,-0.999999999955647
2.2,0.0002161221960129692,1.0000000000097693,0.29999999999468685,-0.9999999999554222
2.1750000000000003,0.00021712964900127055,1.0000000000101197,0.29999999999449634,-0.9999999999552767
2.15,0.00021799142334878326,1.0000000000104736,0.29999999999430377,-0.9999999999551951
2.125,0.00021870526053943248,1.000000000010831,0.2999999999941095,-0.9999999999551756
2.1,0.00021926923466528825,1.0000000000111908,0.29999999999391375,-0.9999999999552448
2.075,0.00021968175979407382,1.0000000000115528,0.2999999999937169,-0.999999999955387
2.0500000000000003,0.00021994159605190597,1.0000000000119162,0.2999999999935192,-0.999999999955587
2.025,0.00022004785438861342,1.0000000000122808,0.29999999999332094,-0.9999999999558699
2.0,0.00022,1.0000000000126457,0.2999999999931225,-0.9999999999562211
1.975,0.00021979785438861344,1.0000000000130105,0.29999999999292415,-0.9999999999566384
1.9500000000000002,0.00021944159605190595,1.0000000000133744,0.2999999999927262,-0.9999999999571335
1.925,0.00021893175979407383,1.000000000013737,0.29999999999252897,-0.9999999999576913
1.9000000000000001,0.00021826923466528825,1.0000000000140976,0.2999999999923328,-0.9999999999583102
1.875,0.00021745526053943247,1.0000000000144558,0.29999999999213794,-0.9999999999589758
1.85,0.00021649142334878327,1.000000000014811,0.29999999999194477,-0.9999999999596992
1.8250000000000002,0.00021537964900127056,1.0000000000151628,0.29999999999175353,-0.9999999999604915
1.8,0.0002141221960129692,1.0000000000155103,0.29999999999156446,-0.9999999999613259
1.7750000000000001,0.00021272164689526885,1.0000000000158533,0.2999999999913779,-0.9999999999622008
1.75,0.0002111808983426916,1.0000000000161913,0.2999999999911941,-0.9999999999631273
1.725,0.00020950315027353324,1.0000000000165237,0.2999999999910133,-0.9999999999640915
1.7000000000000002,0.0002076918937813531,1.00000000001685,0.2999999999908357,-0.9999999999650804
1.675,0.00020575089806079529,1.0000000000171703,0.2999999999906616,-0.9999999999661042
1.6500000000000001,0.00020368419637624703,1.0000000000174836,0.2999999999904912,-0.9999999999671623
1.625,0.00020149607114640578,1.0000000000177898,0.2999999999903246,-0.9999999999682296
1.6,0.00019919103822190195,1.0000000000180886,0.2999999999901621,-0.9999999999693171
1.5750000000000002,0.00019677383043668558,1.0000000000183797,0.2999999999900037,-0.9999999999704239
1.55,0.0001942493805169191,1.0000000000186628,0.29999999998984966,-0.9999999999715263
1.5250000000000001,0.00019162280343359886,1.000000000018938,0.29999999998970006,-0.999999999972635
1.5,0.00018889937828705578,1.0000000000192046,0.299999999989555,-0.9999999999737497
1.475,0.0001860845298128469,1.0000000000194629,0.29999999998941457,-0.9999999999748583
1.4500000000000002,0.00018318380959934257,1.0000000000197125,0.29999999998927884,-0.9999999999759609
1.425,0.000180202877107547,1.0000000000199534,0.2999999999891479,-0.9999999999770568
1.4000000000000001,0.00017714748058336166,1.0000000000201854,0.2999999999890217,-0.9999999999781459
1.375,0.00017402343795162712,1.0000000000204086,0.2999999999889003,-0.9999999999792174
1.35,0.00017083661777987522,1.0000000000206228,0.29999999998878374,-0.9999999999802607
1.3250000000000002,0.0001675929203978015,1.0000000000208285,0.29999999998867194,-0.9999999999812862
1.3,0.00016429825925606177,1.0000000000210252,0.29999999998856486,-0.9999999999822944
1.2750000000000001,0.00016095854260511733,1.0000000000212133,0.2999999999884625,-0.9999999999832648
1.25,0.00015757965557154324,1.0000000000213929,0.2999999999883648,-0.9999999999842081
1.225,0.000154167442705496,1.000000000021564,0.2999999999882717,-0.9999999999851247
1.2000000000000002,0.0001507276910689454,1.000000000021727,0.2999999999881831,-0.9999999999860147
1.175,0.0001472661139298537,1.0000000000218818,0.29999999998809895,-0.9999999999868788
1.1500000000000001,0.00014378833512275864,1.0000000000220286,0.2999999999880191,-0.9999999999877077
1.125,0.00014029987413123713,1.0000000000221676,0.2999999999879434,-0.9999999999884925
1.1,0.0001368061319425267,1.0000000000222993,0.29999999998787186,-0.9999999999892434
1.075,0.00013331237771920293,1.0000000000224236,0.2999999999878043,-0.9999999999899705
1.05,0.0001298237363272987,1.0000000000225409,0.2999999999877406,-0.9999999999906649
1.0250000000000001,0.00012634517675464175,1.0000000000226512,0.29999999998768057,-0.9999999999913274
1.0,0.00012288150144752535,1.000000000022755,0.2999999999876241,-0.9999999999919498
0.9750000000000001,0.00011943733658814938,1.0000000000228524,0.2999999999875711,-0.9999999999925415
0.9500000000000001,0.00011601712332962017,1.0000000000229436,0.2999999999875214,-0.9999999999931037
0.925,0.00011262510999970761,1.0000000000230291,0.2999999999874749,-0.9999999999936282
0.9,0.00010926534527907281,1.000000000023109,0.29999999998743143,-0.9999999999941245
0.875,0.00010594167235432286,1.0000000000231837,0.29999999998739085,-0.9999999999945933
0.8500000000000001,0.00010265772404106472,1.0000000000232532,0.299999999987353,-0.9999999999950271
0.8250000000000001,9.941691886713768e-05,1.000000000023318,0.29999999998731774,-0.9999999999954347
0.8,9.62224581014375e-05,1.0000000000233782,0.299999999987285,-0.9999999999958171
0.775,9.307732370922937e-05,1.0000000000234341,0.2999999999872546,-0.999999999996167
0.75,8.99842772105985e-05,1.000000000023486,0.2999999999872263,-0.999999999996493
0.7250000000000001,8.694585941473479e-05,1.0000000000235343,0.29999999998720017,-0.9999999999968036
0.7000000000000001,8.396439099909943e-05,1.0000000000235787,0.29999999998717597,-0.9999999999970917
0.675,8.104197389919536e-05,1.0000000000236198,0.2999999999871536,-0.9999999999973502
0.65,7.818049347166995e-05,1.0000000000236577,0.29999999998713295,-0.9999999999975949
0.625,7.53816213908229e-05,1.0000000000236926,0.29999999998711396,-0.9999999999978192
0.6000000000000001,7.264681923628433e-05,1.0000000000237248,0.2999999999870965,-0.9999999999980232
0.5750000000000001,6.997734272766386e-05,1.0000000000237543,0.2999999999870804,-0.9999999999982151
0.55,6.73742465603557e-05,1.0000000000237814,0.2999999999870656,-0.9999999999983881
0.525,6.483838979541192e-05,1.0000000000238063,0.29999999998705207,-0.9999999999985428
0.5,6.237044175545925e-05,1.0000000000238292,0.29999999998703963,-0.9999999999986866
0.47500000000000003,5.99708883780302e-05,1.00000000002385,0.29999999998702825,-0.9999999999988199
0.45,5.7640038977391875e-05,1.0000000000238691,0.2999999999870178,-0.9999999999989367
0.42500000000000004,5.5378033365977466e-05,1.0000000000238867,0.29999999998700827,-0.9999999999990437
0.4,5.318484928683974e-05,1.0000000000239027,0.29999999998699955,-0.9999999999991414
0.375,5.1060310109140104e-05,1.0000000000239173,0.2999999999869916,-0.99999999999923
0.35000000000000003,4.9004092739540196e-05,1.0000000000239306,0.2999999999869844,-0.99999999999931
0.325,4.701573570346224e-05,1.0000000000239428,0.2999999999869778,-0.9999999999993816
0.30000000000000004,4.5094647351506735e-05,1.000000000023954,0.2999999999869718,-0.999999999999451
0.275,4.3240114147843066e-05,1.000000000023964,0.29999999998696636,-0.9999999999995126
0.25,4.145130899910182e-05,1.000000000023973,0.2999999999869614,-0.9999999999995666
0.225,3.9727299584171504e-05,1.0000000000239813,0.2999999999869569,-0.9999999999996134
0.2,3.806705664732254e-05,1.0000000000239888,0.2999999999869528,-0.9999999999996533
0.17500000000000002,3.646946221921997e-05,1.0000000000239957,0.2999999999869491,-0.9999999999996918
0.15000000000000002,3.493331773262881e-05,1.000000000024002,0.2999999999869457,-0.999999999999729
0.125,3.345735200193739e-05,1.0000000000240075,0.29999999998694266,-0.99999999999976
0.1,3.2040229038006434e-05,1.0000000000240126,0.2999999999869399,-0.9999999999997848
0.07500000000000001,3.0680555672275857e-05,1.0000000000240172,0.2999999999869374,-0.9999999999998088
0.05,2.937688896650773e-05,1.0000000000240215,0.2999999999869351,-0.9999999999998319
0.025,2.812774338699502e-05,1.0000000000240252,0.29999999998693305,-0.9999999999998497
0.0,2.6931597724505996e-05,1.0000000000240288,0.29999999998693117,-0.9999999999998561
